a,aaac2b1
1cb2ad,da2bc1d
1cb23a,a32bc1a
1cb23d,d32bc1d
1cb2da,ad2bc1a
1cb2d3,3d2bc13
1cb3a2,2a3bc12
1cb3ad,da3bc1d
1cb32a,a23bc1a
1cb32d,d23bc1d
1cb3da,ad3bc1a
1cb3d2,2d3bc12
1cbda2,2adbc12
1cbda3,3adbc13
1cbd2a,a2dbc1a
1cbd23,32dbc13
1cbd3a,a3dbc1a
1cbd32,23dbc12
1c2ab3,3ba2c13
1c2abd,dba2c1d
1c2a3b,b3a2c1b
1c2a3d,d3a2c1d
1c2adb,bda2c1b
1c2ad3,3da2c13
1c2ba3,3ab2c13
1c2bad,dab2c1d
1c2b3a,a3b2c1a
1c2b3d,d3b2c1d
1c2bda,adb2c1a
1c2bd3,3db2c13
1c23ab,ba32c1b
1c23ad,da32c1d
1c23ba,ab32c1a
1c23bd,db32c1d
1c23da,ad32c1a
1c23db,bd32c1b
1c2dab,bad2c1b
1c2da3,3ad2c13
1c2dba,abd2c1a
1c2db3,3bd2c13
1c2d3a,a3d2c1a
1c2d3b,b3d2c1b
1c3ab2,2ba3c12
1c3abd,dba3c1d
1c3a2b,b2a3c1b
1c3a2d,d2a3c1d
1c3adb,bda3c1b
1c3ad2,2da3c12
1c3ba2,2ab3c12
1c3bad,dab3c1d
1c3b2a,a2b3c1a
1c3b2d,d2b3c1d
1c3bda,adb3c1a
1c3bd2,2db3c12
1c32ab,ba23c1b
1c32ad,da23c1d
1c32ba,ab23c1a
1c32bd,db23c1d
1c32da,ad23c1a
1c32db,bd23c1b
1c3dab,bad3c1b
1c3da2,2ad3c12
1c3dba,abd3c1a
1c3db2,2bd3c12
1c3d2a,a2d3c1a
1c3d2b,b2d3c1b
1cdab2,2badc12
1cdab3,3badc13
1cda2b,b2adc1b
1cda23,32adc13
1cda3b,b3adc1b
1cda32,23adc12
1cdba2,2abdc12
1cdba3,3abdc13
1cdb2a,a2bdc1a
1cdb23,32bdc13
1cdb3a,a3bdc1a
1cdb32,23bdc12
1cd2ab,ba2dc1b
1cd2a3,3a2dc13
1cd2ba,ab2dc1a
1cd2b3,3b2dc13
1cd23a,a32dc1a
1cd23b,b32dc1b
1cd3ab,ba3dc1b
1cd3a2,2a3dc12
1cd3ba,ab3dc1a
1cd3b2,2b3dc12
1cd32a,a23dc1a
1cd32b,b23dc1b
13ab2c,c2ba31c
13ab2d,d2ba31d
13abc2,2cba312
13abcd,dcba31d
13abd2,2dba312
13abdc,cdba31c
13a2bc,cb2a31c
13a2bd,db2a31d
13a2cb,bc2a31b
13a2cd,dc2a31d
13a2db,bd2a31b
13a2dc,cd2a31c
13acb2,2bca312
13acbd,dbca31d
13ac2b,b2ca31b
13ac2d,d2ca31d
13acdb,bdca31b
13acd2,2dca312
13adb2,2bda312
13adbc,cbda31c
13ad2b,b2da31b
13ad2c,c2da31c
13adcb,bcda31b
13adc2,2cda312
13ba2c,c2ab31c
13ba2d,d2ab31d
13bac2,2cab312
13bacd,dcab31d
13bad2,2dab312
13badc,cdab31c
13b2ac,ca2b31c
13b2ad,da2b31d
13b2ca,ac2b31a
13b2cd,dc2b31d
13b2da,ad2b31a
13b2dc,cd2b31c
13bca2,2acb312
13bcad,dacb31d
13bc2a,a2cb31a
13bc2d,d2cb31d
13bcda,adcb31a
13bcd2,2dcb312
13bda2,2adb312
13bdac,cadb31c
13bd2a,a2db31a
13bd2c,c2db31c
13bdca,acdb31a
13bdc2,2cdb312
132abc,cba231c
132abd,dba231d
132acb,bca231b
132acd,dca231d
132adb,bda231b
132adc,cda231c
132bac,cab231c
132bad,dab231d
132bca,acb231a
132bcd,dcb231d
132bda,adb231a
132bdc,cdb231c
132cab,bac231b
132cad,dac231d
132cba,abc231a
132cbd,dbc231d
132cda,adc231a
132cdb,bdc231b
132dab,bad231b
132dac,cad231c
132dba,abd231a
132dbc,cbd231c
132dca,acd231a
132dcb,bcd231b
13cab2,2bac312
13cabd,dbac31d
13ca2b,b2ac31b
13ca2d,d2ac31d
13cadb,bdac31b
13cad2,2dac312
13cba2,2abc312
13cbad,dabc31d
13cb2a,a2bc31a
13cb2d,d2bc31d
13cbda,adbc31a
13cbd2,2dbc312
13c2ab,ba2c31b
13c2ad,da2c31d
13c2ba,ab2c31a
13c2bd,db2c31d
13c2da,ad2c31a
13c2db,bd2c31b
13cdab,badc31b
13cda2,2adc312
13cdba,abdc31a
13cdb2,2bdc312
13cd2a,a2dc31a
13cd2b,b2dc31b
13dab2,2bad312
13dabc,cbad31c
13da2b,b2ad31b
13da2c,c2ad31c
13dacb,bcad31b
13dac2,2cad312
13dba2,2abd312
13dbac,cabd31c
13db2a,a2bd31a
13db2c,c2bd31c
13dbca,acbd31a
13dbc2,2cbd312
13d2ab,ba2d31b
13d2ac,ca2d31c
13d2ba,ab2d31a
13d2bc,cb2d31c
13d2ca,ac2d31a
13d2cb,bc2d31b
13dcab,bacd31b
13dca2,2acd312
13dcba,abcd31a
13dcb2,2bcd312
13dc2a,a2cd31a
13dc2b,b2cd31b
1dab2c,c2bad1c
1dab23,32bad13
1dabc2,2cbad12
1dabc3,3cbad13
1dab32,23bad12
1dab3c,c3bad1c
1da2bc,cb2ad1c
1da2b3,3b2ad13
1da2cb,bc2ad1b
1da2c3,3c2ad13
1da23b,b32ad1b
1da23c,c32ad1c
1dacb2,2bcad12
1dacb3,3bcad13
1dac2b,b2cad1b
1dac23,32cad13
1dac3b,b3cad1b
1dac32,23cad12
1da3b2,2b3ad12
1da3bc,cb3ad1c
1da32b,b23ad1b
1da32c,c23ad1c
1da3cb,bc3ad1b
1da3c2,2c3ad12
1dba2c,c2abd1c
1dba23,32abd13
1dbac2,2cabd12
1dbac3,3cabd13
1dba32,23abd12
1dba3c,c3abd1c
1db2ac,ca2bd1c
1db2a3,3a2bd13
1db2ca,ac2bd1a
1db2c3,3c2bd13
1db23a,a32bd1a
1db23c,c32bd1c
1dbca2,2acbd12
1dbca3,3acbd13
1dbc2a,a2cbd1a
1dbc23,32cbd13
1dbc3a,a3cbd1a
1dbc32,23cbd12
1db3a2,2a3bd12
1db3ac,ca3bd1c
1db32a,a23bd1a
1db32c,c23bd1c
1db3ca,ac3bd1a
1db3c2,2c3bd12
1d2abc,cba2d1c
1d2ab3,3ba2d13
1d2acb,bca2d1b
1d2ac3,3ca2d13
1d2a3b,b3a2d1b
1d2a3c,c3a2d1c
1d2bac,cab2d1c
1d2ba3,3ab2d13
1d2bca,acb2d1a
1d2bc3,3cb2d13
1d2b3a,a3b2d1a
1d2b3c,c3b2d1c
1d2cab,bac2d1b
1d2ca3,3ac2d13
1d2cba,abc2d1a
1d2cb3,3bc2d13
1d2c3a,a3c2d1a
1d2c3b,b3c2d1b
1d23ab,ba32d1b
1d23ac,ca32d1c
1d23ba,ab32d1a
1d23bc,cb32d1c
1d23ca,ac32d1a
1d23cb,bc32d1b
1dcab2,2bacd12
1dcab3,3bacd13
1dca2b,b2acd1b
1dca23,32acd13
1dca3b,b3acd1b
1dca32,23acd12
1dcba2,2abcd12
1dcba3,3abcd13
1dcb2a,a2bcd1a
1dcb23,32bcd13
1dcb3a,a3bcd1a
1dcb32,23bcd12
1dc2ab,ba2cd1b
1dc2a3,3a2cd13
1dc2ba,ab2cd1a
1dc2b3,3b2cd13
1dc23a,a32cd1a
1dc23b,b32cd1b
1dc3ab,ba3cd1b
1dc3a2,2a3cd12
1dc3ba,ab3cd1a
1dc3b2,2b3cd12
1dc32a,a23cd1a
1dc32b,b23cd1b
1d3ab2,2ba3d12
1d3abc,cba3d1c
1d3a2b,b2a3d1b
1d3a2c,c2a3d1c
1d3acb,bca3d1b
1d3ac2,2ca3d12
1d3ba2,2ab3d12
1d3bac,cab3d1c
1d3b2a,a2b3d1a
1d3b2c,c2b3d1c
1d3bca,acb3d1a
1d3bc2,2cb3d12
1d32ab,ba23d1b
1d32ac,ca23d1c
1d32ba,ab23d1a
1d32bc,cb23d1c
1d32ca,ac23d1a
1d32cb,bc23d1b
1d3cab,bac3d1b
1d3ca2,2ac3d12
1d3cba,abc3d1a
1d3cb2,2bc3d12
1d3c2a,a2c3d1a
1d3c2b,b2c3d1b
ba12c3,3c21ab3
ba12cd,dc21abd
ba123c,c321abc
ba123d,d321abd
ba12dc,cd21abc
ba12d3,3d21ab3
ba1c23,32c1ab3
ba1c2d,d2c1abd
ba1c32,23c1ab2
ba1c3d,d3c1abd
ba1cd2,2dc1ab2
ba1cd3,3dc1ab3
ba132c,c231abc
ba132d,d231abd
ba13c2,2c31ab2
ba13cd,dc31abd
ba13d2,2d31ab2
ba13dc,cd31abc
ba1d2c,c2d1abc
ba1d23,32d1ab3
ba1dc2,2cd1ab2
ba1dc3,3cd1ab3
ba1d32,23d1ab2
ba1d3c,c3d1abc
ba21c3,3c12ab3
ba21cd,dc12abd
ba213c,c312abc
ba213d,d312abd
ba21dc,cd12abc
ba21d3,3d12ab3
ba2c13,31c2ab3
ba2c1d,d1c2abd
ba2c31,13c2ab1
ba2c3d,d3c2abd
ba2cd1,1dc2ab1
ba2cd3,3dc2ab3
ba231c,c132abc
ba231d,d132abd
ba23c1,1c32ab1
ba23cd,dc32abd
ba23d1,1d32ab1
ba23dc,cd32abc
ba2d1c,c1d2abc
ba2d13,31d2ab3
ba2dc1,1cd2ab1
ba2dc3,3cd2ab3
ba2d31,13d2ab1
ba2d3c,c3d2abc
bac123,321cab3
bac12d,d21cabd
bac132,231cab2
bac13d,d31cabd
bac1d2,2d1cab2
bac1d3,3d1cab3
bac213,312cab3
bac21d,d12cabd
bac231,132cab1
bac23d,d32cabd
bac2d1,1d2cab1
bac2d3,3d2cab3
bac312,213cab2
bac31d,d13cabd
bac321,123cab1
bac32d,d23cabd
bac3d1,1d3cab1
bac3d2,2d3cab2
bacd12,21dcab2
bacd13,31dcab3
bacd21,12dcab1
bacd23,32dcab3
bacd31,13dcab1
bacd32,23dcab2
ba312c,c213abc
ba312d,d213abd
ba31c2,2c13ab2
ba31cd,dc13abd
ba31d2,2d13ab2
ba31dc,cd13abc
ba321c,c123abc
ba321d,d123abd
ba32c1,1c23ab1
ba32cd,dc23abd
ba32d1,1d23ab1
ba32dc,cd23abc
ba3c12,21c3ab2
ba3c1d,d1c3abd
ba3c21,12c3ab1
ba3c2d,d2c3abd
ba3cd1,1dc3ab1
ba3cd2,2dc3ab2
ba3d12,21d3ab2
ba3d1c,c1d3abc
ba3d21,12d3ab1
ba3d2c,c2d3abc
ba3dc1,1cd3ab1
ba3dc2,2cd3ab2
bad12c,c21dabc
bad123,321dab3
bad1c2,2c1dab2
bad1c3,3c1dab3
bad132,231dab2
bad13c,c31dabc
bad21c,c12dabc
bad213,312dab3
bad2c1,1c2dab1
bad2c3,3c2dab3
bad231,132dab1
bad23c,c32dabc
badc12,21cdab2
badc13,31cdab3
badc21,12cdab1
badc23,32cdab3
badc31,13cdab1
badc32,23cdab2
bad312,213dab2
bad31c,c13dabc
bad321,123dab1
bad32c,c23dabc
bad3c1,1c3dab1
bad3c2,2c3dab2
b1a2c3,3c2a1b3
b1a2cd,dc2a1bd
b1a23c,c32a1bc
b1a23d,d32a1bd
b1a2dc,cd2a1bc
b1a2d3,3d2a1b3
b1ac23,32ca1b3
b1ac2d,d2ca1bd
b1ac32,23ca1b2
b1ac3d,d3ca1bd
b1acd2,2dca1b2
b1acd3,3dca1b3
b1a32c,c23a1bc
b1a32d,d23a1bd
b1a3c2,2c3a1b2
b1a3cd,dc3a1bd
b1a3d2,2d3a1b2
b1a3dc,cd3a1bc
b1ad2c,c2da1bc
b1ad23,32da1b3
b1adc2,2cda1b2
b1adc3,3cda1b3
b1ad32,23da1b2
b1ad3c,c3da1bc
b12ac3,3ca21b3
b12acd,dca21bd
b12a3c,c3a21bc
b12a3d,d3a21bd
b12adc,cda21bc
b12ad3,3da21b3
b12ca3,3ac21b3
b12cad,dac21bd
b12c3a,a3c21ba
b12c3d,d3c21bd
b12cda,adc21ba
b12cd3,3dc21b3
b123ac,ca321bc
b123ad,da321bd
b123ca,ac321ba
b123cd,dc321bd
b123da,ad321ba
b123dc,cd321bc
b12dac,cad21bc
b12da3,3ad21b3
b12dca,acd21ba
b12dc3,3cd21b3
b12d3a,a3d21ba
b12d3c,c3d21bc
b1ca23,32ac1b3
b1ca2d,d2ac1bd
b1ca32,23ac1b2
b1ca3d,d3ac1bd
b1cad2,2dac1b2
b1cad3,3dac1b3
b1c2a3,3a2c1b3
b1c2ad,da2c1bd
b1c23a,a32c1ba
b1c23d,d32c1bd
b1c2da,ad2c1ba
b1c2d3,3d2c1b3
b1c3a2,2a3c1b2
b1c3ad,da3c1bd
b1c32a,a23c1ba
b1c32d,d23c1bd
b1c3da,ad3c1ba
b1c3d2,2d3c1b2
b1cda2,2adc1b2
b1cda3,3adc1b3
b1cd2a,a2dc1ba
b1cd23,32dc1b3
b1cd3a,a3dc1ba
b1cd32,23dc1b2
b13a2c,c2a31bc
b13a2d,d2a31bd
b13ac2,2ca31b2
b13acd,dca31bd
b13ad2,2da31b2
b13adc,cda31bc
b132ac,ca231bc
b132ad,da231bd
b132ca,ac231ba
b132cd,dc231bd
b132da,ad231ba
b132dc,cd231bc
b13ca2,2ac31b2
b13cad,dac31bd
b13c2a,a2c31ba
b13c2d,d2c31bd
b13cda,adc31ba
b13cd2,2dc31b2
b13da2,2ad31b2
b13dac,cad31bc
b13d2a,a2d31ba
b13d2c,c2d31bc
b13dca,acd31ba
b13dc2,2cd31b2
b1da2c,c2ad1bc
b1da23,32ad1b3
b1dac2,2cad1b2
b1dac3,3cad1b3
b1da32,23ad1b2
b1da3c,c3ad1bc
b1d2ac,ca2d1bc
b1d2a3,3a2d1b3
b1d2ca,ac2d1ba
b1d2c3,3c2d1b3
b1d23a,a32d1ba
b1d23c,c32d1bc
b1dca2,2acd1b2
b1dca3,3acd1b3
b1dc2a,a2cd1ba
b1dc23,32cd1b3
b1dc3a,a3cd1ba
b1dc32,23cd1b2
b1d3a2,2a3d1b2
b1d3ac,ca3d1bc
b1d32a,a23d1ba
b1d32c,c23d1bc
b1d3ca,ac3d1ba
b1d3c2,2c3d1b2
b2a1c3,3c1a2b3
b2a1cd,dc1a2bd
b2a13c,c31a2bc
b2a13d,d31a2bd
b2a1dc,cd1a2bc
b2a1d3,3d1a2b3
b2ac13,31ca2b3
b2ac1d,d1ca2bd
b2ac31,13ca2b1
b2ac3d,d3ca2bd
b2acd1,1dca2b1
b2acd3,3dca2b3
b2a31c,c13a2bc
b2a31d,d13a2bd
b2a3c1,1c3a2b1
b2a3cd,dc3a2bd
b2a3d1,1d3a2b1
b2a3dc,cd3a2bc
b2ad1c,c1da2bc
b2ad13,31da2b3
b2adc1,1cda2b1
b2adc3,3cda2b3
b2ad31,13da2b1
b2ad3c,c3da2bc
b21ac3,3ca12b3
b21acd,dca12bd
b21a3c,c3a12bc
b21a3d,d3a12bd
b21adc,cda12bc
b21ad3,3da12b3
b21ca3,3ac12b3
b21cad,dac12bd
b21c3a,a3c12ba
b21c3d,d3c12bd
b21cda,adc12ba
b21cd3,3dc12b3
b213ac,ca312bc
b213ad,da312bd
b213ca,ac312ba
b213cd,dc312bd
b213da,ad312ba
b213dc,cd312bc
b21dac,cad12bc
b21da3,3ad12b3
b21dca,acd12ba
b21dc3,3cd12b3
b21d3a,a3d12ba
b21d3c,c3d12bc
b2ca13,31ac2b3
b2ca1d,d1ac2bd
b2ca31,13ac2b1
b2ca3d,d3ac2bd
b2cad1,1dac2b1
b2cad3,3dac2b3
b2c1a3,3a1c2b3
b2c1ad,da1c2bd
b2c13a,a31c2ba
b2c13d,d31c2bd
b2c1da,ad1c2ba
b2c1d3,3d1c2b3
b2c3a1,1a3c2b1
b2c3ad,da3c2bd
b2c31a,a13c2ba
b2c31d,d13c2bd
b2c3da,ad3c2ba
b2c3d1,1d3c2b1
b2cda1,1adc2b1
b2cda3,3adc2b3
b2cd1a,a1dc2ba
b2cd13,31dc2b3
b2cd3a,a3dc2ba
b2cd31,13dc2b1
b23a1c,c1a32bc
b23a1d,d1a32bd
b23ac1,1ca32b1
b23acd,dca32bd
b23ad1,1da32b1
b23adc,cda32bc
b231ac,ca132bc
b231ad,da132bd
b231ca,ac132ba
b231cd,dc132bd
b231da,ad132ba
b231dc,cd132bc
b23ca1,1ac32b1
b23cad,dac32bd
b23c1a,a1c32ba
b23c1d,d1c32bd
b23cda,adc32ba
b23cd1,1dc32b1
b23da1,1ad32b1
b23dac,cad32bc
b23d1a,a1d32ba
b23d1c,c1d32bc
b23dca,acd32ba
b23dc1,1cd32b1
b2da1c,c1ad2bc
b2da13,31ad2b3
b2dac1,1cad2b1
b2dac3,3cad2b3
b2da31,13ad2b1
b2da3c,c3ad2bc
b2d1ac,ca1d2bc
b2d1a3,3a1d2b3
b2d1ca,ac1d2ba
b2d1c3,3c1d2b3
b2d13a,a31d2ba
b2d13c,c31d2bc
b2dca1,1acd2b1
b2dca3,3acd2b3
b2dc1a,a1cd2ba
b2dc13,31cd2b3
b2dc3a,a3cd2ba
b2dc31,13cd2b1
b2d3a1,1a3d2b1
b2d3ac,ca3d2bc
b2d31a,a13d2ba
b2d31c,c13d2bc
b2d3ca,ac3d2ba
b2d3c1,1c3d2b1
bca123,321acb3
bca12d,d21acbd
bca132,231acb2
bca13d,d31acbd
bca1d2,2d1acb2
bca1d3,3d1acb3
bca213,312acb3
bca21d,d12acbd
bca231,132acb1
bca23d,d32acbd
bca2d1,1d2acb1
bca2d3,3d2acb3
bca312,213acb2
bca31d,d13acbd
bca321,123acb1
bca32d,d23acbd
bca3d1,1d3acb1
bca3d2,2d3acb2
bcad12,21dacb2
bcad13,31dacb3
bcad21,12dacb1
bcad23,32dacb3
bcad31,13dacb1
bcad32,23dacb2
bc1a23,32a1cb3
bc1a2d,d2a1cbd
bc1a32,23a1cb2
bc1a3d,d3a1cbd
bc1ad2,2da1cb2
bc1ad3,3da1cb3
bc12a3,3a21cb3
bc12ad,da21cbd
bc123a,a321cba
bc123d,d321cbd
bc12da,ad21cba
bc12d3,3d21cb3
bc13a2,2a31cb2
bc13ad,da31cbd
bc132a,a231cba
bc132d,d231cbd
bc13da,ad31cba
bc13d2,2d31cb2
bc1da2,2ad1cb2
bc1da3,3ad1cb3
bc1d2a,a2d1cba
bc1d23,32d1cb3
bc1d3a,a3d1cba
bc1d32,23d1cb2
bc2a13,31a2cb3
bc2a1d,d1a2cbd
bc2a31,13a2cb1
bc2a3d,d3a2cbd
bc2ad1,1da2cb1
bc2ad3,3da2cb3
bc21a3,3a12cb3
bc21ad,da12cbd
bc213a,a312cba
bc213d,d312cbd
bc21da,ad12cba
bc21d3,3d12cb3
bc23a1,1a32cb1
bc23ad,da32cbd
bc231a,a132cba
bc231d,d132cbd
bc23da,ad32cba
bc23d1,1d32cb1
bc2da1,1ad2cb1
bc2da3,3ad2cb3
bc2d1a,a1d2cba
bc2d13,31d2cb3
bc2d3a,a3d2cba
bc2d31,13d2cb1
bc3a12,21a3cb2
bc3a1d,d1a3cbd
bc3a21,12a3cb1
bc3a2d,d2a3cbd
bc3ad1,1da3cb1
bc3ad2,2da3cb2
bc31a2,2a13cb2
bc31ad,da13cbd
bc312a,a213cba
bc312d,d213cbd
bc31da,ad13cba
bc31d2,2d13cb2
bc32a1,1a23cb1
bc32ad,da23cbd
bc321a,a123cba
bc321d,d123cbd
bc32da,ad23cba
bc32d1,1d23cb1
bc3da1,1ad3cb1
bc3da2,2ad3cb2
bc3d1a,a1d3cba
bc3d12,21d3cb2
bc3d2a,a2d3cba
bc3d21,12d3cb1
bcda12,21adcb2
bcda13,31adcb3
bcda21,12adcb1
bcda23,32adcb3
bcda31,13adcb1
bcda32,23adcb2
bcd1a2,2a1dcb2
bcd1a3,3a1dcb3
bcd12a,a21dcba
bcd123,321dcb3
bcd13a,a31dcba
bcd132,231dcb2
bcd2a1,1a2dcb1
bcd2a3,3a2dcb3
bcd21a,a12dcba
bcd213,312dcb3
bcd23a,a32dcba
bcd231,132dcb1
bcd3a1,1a3dcb1
bcd3a2,2a3dcb2
bcd31a,a13dcba
bcd312,213dcb2
bcd32a,a23dcba
bcd321,123dcb1
b3a12c,c21a3bc
b3a12d,d21a3bd
b3a1c2,2c1a3b2
b3a1cd,dc1a3bd
b3a1d2,2d1a3b2
b3a1dc,cd1a3bc
b3a21c,c12a3bc
b3a21d,d12a3bd
b3a2c1,1c2a3b1
b3a2cd,dc2a3bd
b3a2d1,1d2a3b1
b3a2dc,cd2a3bc
b3ac12,21ca3b2
b3ac1d,d1ca3bd
b3ac21,12ca3b1
b3ac2d,d2ca3bd
b3acd1,1dca3b1
b3acd2,2dca3b2
b3ad12,21da3b2
b3ad1c,c1da3bc
b3ad21,12da3b1
b3ad2c,c2da3bc
b3adc1,1cda3b1
b3adc2,2cda3b2
b31a2c,c2a13bc
b31a2d,d2a13bd
b31ac2,2ca13b2
b31acd,dca13bd
b31ad2,2da13b2
b31adc,cda13bc
b312ac,ca213bc
b312ad,da213bd
b312ca,ac213ba
b312cd,dc213bd
b312da,ad213ba
b312dc,cd213bc
b31ca2,2ac13b2
b31cad,dac13bd
b31c2a,a2c13ba
b31c2d,d2c13bd
b31cda,adc13ba
b31cd2,2dc13b2
b31da2,2ad13b2
b31dac,cad13bc
b31d2a,a2d13ba
b31d2c,c2d13bc
b31dca,acd13ba
b31dc2,2cd13b2
b32a1c,c1a23bc
b32a1d,d1a23bd
b32ac1,1ca23b1
b32acd,dca23bd
b32ad1,1da23b1
b32adc,cda23bc
b321ac,ca123bc
b321ad,da123bd
b321ca,ac123ba
b321cd,dc123bd
b321da,ad123ba
b321dc,cd123bc
b32ca1,1ac23b1
b32cad,dac23bd
b32c1a,a1c23ba
b32c1d,d1c23bd
b32cda,adc23ba
b32cd1,1dc23b1
b32da1,1ad23b1
b32dac,cad23bc
b32d1a,a1d23ba
b32d1c,c1d23bc
b32dca,acd23ba
b32dc1,1cd23b1
b3ca12,21ac3b2
b3ca1d,d1ac3bd
b3ca21,12ac3b1
b3ca2d,d2ac3bd
b3cad1,1dac3b1
b3cad2,2dac3b2
b3c1a2,2a1c3b2
b3c1ad,da1c3bd
b3c12a,a21c3ba
b3c12d,d21c3bd
b3c1da,ad1c3ba
b3c1d2,2d1c3b2
b3c2a1,1a2c3b1
b3c2ad,da2c3bd
b3c21a,a12c3ba
b3c21d,d12c3bd
b3c2da,ad2c3ba
b3c2d1,1d2c3b1
b3cda1,1adc3b1
b3cda2,2adc3b2
b3cd1a,a1dc3ba
b3cd12,21dc3b2
b3cd2a,a2dc3ba
b3cd21,12dc3b1
b3da12,21ad3b2
b3da1c,c1ad3bc
b3da21,12ad3b1
b3da2c,c2ad3bc
b3dac1,1cad3b1
b3dac2,2cad3b2
b3d1a2,2a1d3b2
b3d1ac,ca1d3bc
b3d12a,a21d3ba
b3d12c,c21d3bc
b3d1ca,ac1d3ba
b3d1c2,2c1d3b2
b3d2a1,1a2d3b1
b3d2ac,ca2d3bc
b3d21a,a12d3ba
b3d21c,c12d3bc
b3d2ca,ac2d3ba
b3d2c1,1c2d3b1
b3dca1,1acd3b1
b3dca2,2acd3b2
b3dc1a,a1cd3ba
b3dc12,21cd3b2
b3dc2a,a2cd3ba
b3dc21,12cd3b1
bda12c,c21adbc
bda123,321adb3
bda1c2,2c1adb2
bda1c3,3c1adb3
bda132,231adb2
bda13c,c31adbc
bda21c,c12adbc
bda213,312adb3
bda2c1,1c2adb1
bda2c3,3c2adb3
bda231,132adb1
bda23c,c32adbc
bdac12,21cadb2
bdac13,31cadb3
bdac21,12cadb1
bdac23,32cadb3
bdac31,13cadb1
bdac32,23cadb2
bda312,213adb2
bda31c,c13adbc
bda321,123adb1
bda32c,c23adbc
bda3c1,1c3adb1
bda3c2,2c3adb2
bd1a2c,c2a1dbc
bd1a23,32a1db3
bd1ac2,2ca1db2
bd1ac3,3ca1db3
bd1a32,23a1db2
bd1a3c,c3a1dbc
bd12ac,ca21dbc
bd12a3,3a21db3
bd12ca,ac21dba
bd12c3,3c21db3
bd123a,a321dba
bd123c,c321dbc
bd1ca2,2ac1db2
bd1ca3,3ac1db3
bd1c2a,a2c1dba
bd1c23,32c1db3
bd1c3a,a3c1dba
bd1c32,23c1db2
bd13a2,2a31db2
bd13ac,ca31dbc
bd132a,a231dba
bd132c,c231dbc
bd13ca,ac31dba
bd13c2,2c31db2
bd2a1c,c1a2dbc
bd2a13,31a2db3
bd2ac1,1ca2db1
bd2ac3,3ca2db3
bd2a31,13a2db1
bd2a3c,c3a2dbc
bd21ac,ca12dbc
bd21a3,3a12db3
bd21ca,ac12dba
bd21c3,3c12db3
bd213a,a312dba
bd213c,c312dbc
bd2ca1,1ac2db1
bd2ca3,3ac2db3
bd2c1a,a1c2dba
bd2c13,31c2db3
bd2c3a,a3c2dba
bd2c31,13c2db1
bd23a1,1a32db1
bd23ac,ca32dbc
bd231a,a132dba
bd231c,c132dbc
bd23ca,ac32dba
bd23c1,1c32db1
bdca12,21acdb2
bdca13,31acdb3
bdca21,12acdb1
bdca23,32acdb3
bdca31,13acdb1
bdca32,23acdb2
bdc1a2,2a1cdb2
bdc1a3,3a1cdb3
bdc12a,a21cdba
bdc123,321cdb3
bdc13a,a31cdba
bdc132,231cdb2
bdc2a1,1a2cdb1
bdc2a3,3a2cdb3
bdc21a,a12cdba
bdc213,312cdb3
bdc23a,a32cdba
bdc231,132cdb1
bdc3a1,1a3cdb1
bdc3a2,2a3cdb2
bdc31a,a13cdba
bdc312,213cdb2
bdc32a,a23cdba
bdc321,123cdb1
bd3a12,21a3db2
bd3a1c,c1a3dbc
bd3a21,12a3db1
bd3a2c,c2a3dbc
bd3ac1,1ca3db1
bd3ac2,2ca3db2
bd31a2,2a13db2
bd31ac,ca13dbc
bd312a,a213dba
bd312c,c213dbc
bd31ca,ac13dba
bd31c2,2c13db2
bd32a1,1a23db1
bd32ac,ca23dbc
bd321a,a123dba
bd321c,c123dbc
bd32ca,ac23dba
bd32c1,1c23db1
bd3ca1,1ac3db1
bd3ca2,2ac3db2
bd3c1a,a1c3dba
bd3c12,21c3db2
bd3c2a,a2c3dba
bd3c21,12c3db1
2a1bc3,3cb1a23
2a1bcd,dcb1a2d
2a1b3c,c3b1a2c
2a1b3d,d3b1a2d
2a1bdc,cdb1a2c
2a1bd3,3db1a23
2a1cb3,3bc1a23
2a1cbd,dbc1a2d
2a1c3b,b3c1a2b
2a1c3d,d3c1a2d
2a1cdb,bdc1a2b
2a1cd3,3dc1a23
2a13bc,cb31a2c
2a13bd,db31a2d
2a13cb,bc31a2b
2a13cd,dc31a2d
2a13db,bd31a2b
2a13dc,cd31a2c
2a1dbc,cbd1a2c
2a1db3,3bd1a23
2a1dcb,bcd1a2b
2a1dc3,3cd1a23
2a1d3b,b3d1a2b
2a1d3c,c3d1a2c
2ab1c3,3c1ba23
2ab1cd,dc1ba2d
2ab13c,c31ba2c
2ab13d,d31ba2d
2ab1dc,cd1ba2c
2ab1d3,3d1ba23
2abc13,31cba23
2abc1d,d1cba2d
2abc31,13cba21
2abc3d,d3cba2d
2abcd1,1dcba21
2abcd3,3dcba23
2ab31c,c13ba2c
2ab31d,d13ba2d
2ab3c1,1c3ba21
2ab3cd,dc3ba2d
2ab3d1,1d3ba21
2ab3dc,cd3ba2c
2abd1c,c1dba2c
2abd13,31dba23
2abdc1,1cdba21
2abdc3,3cdba23
2abd31,13dba21
2abd3c,c3dba2c
2ac1b3,3b1ca23
2ac1bd,db1ca2d
2ac13b,b31ca2b
2ac13d,d31ca2d
2ac1db,bd1ca2b
2ac1d3,3d1ca23
2acb13,31bca23
2acb1d,d1bca2d
2acb31,13bca21
2acb3d,d3bca2d
2acbd1,1dbca21
2acbd3,3dbca23
