a,aaafedcb
adchfe,efhcdaee
adchfg,gfhcdagg
adchgb,bghcdabb
adchge,eghcdaee
adchgf,fghcdaff
adebcf,fcbedaff
adebcg,gcbedagg
adebch,hcbedahh
adebfc,cfbedacc
adebfg,gfbedagg
adebfh,hfbedahh
adebgc,cgbedacc
adebgf,fgbedaff
adebgh,hgbedahh
adebhc,chbedacc
adebhf,fhbedaff
adebhg,ghbedagg
adecbf,fbcedaff
adecbg,gbcedagg
adecbh,hbcedahh
adecfb,bfcedabb
adecfg,gfcedagg
adecfh,hfcedahh
adecgb,bgcedabb
adecgf,fgcedaff
adecgh,hgcedahh
adechb,bhcedabb
adechf,fhcedaff
adechg,ghcedagg
adefbc,cbfedacc
adefbg,gbfedagg
adefbh,hbfedahh
adefcb,bcfedabb
adefcg,gcfedagg
adefch,hcfedahh
adefgb,bgfedabb
adefgc,cgfedacc
adefgh,hgfedahh
adefhb,bhfedabb
adefhc,chfedacc
adefhg,ghfedagg
adegbc,cbgedacc
adegbf,fbgedaff
adegbh,hbgedahh
adegcb,bcgedabb
adegcf,fcgedaff
adegch,hcgedahh
adegfb,bfgedabb
adegfc,cfgedacc
adegfh,hfgedahh
adeghb,bhgedabb
adeghc,chgedacc
adeghf,fhgedaff
adehbc,cbhedacc
adehbf,fbhedaff
adehbg,gbhedagg
adehcb,bchedabb
adehcf,fchedaff
adehcg,gchedagg
adehfb,bfhedabb
adehfc,cfhedacc
adehfg,gfhedagg
adehgb,bghedabb
adehgc,cghedacc
adehgf,fghedaff
adfbce,ecbfdaee
adfbcg,gcbfdagg
adfbch,hcbfdahh
adfbec,cebfdacc
adfbeg,gebfdagg
adfbeh,hebfdahh
adfbgc,cgbfdacc
adfbge,egbfdaee
adfbgh,hgbfdahh
adfbhc,chbfdacc
adfbhe,ehbfdaee
adfbhg,ghbfdagg
adfcbe,ebcfdaee
adfcbg,gbcfdagg
adfcbh,hbcfdahh
adfceb,becfdabb
adfceg,gecfdagg
adfceh,hecfdahh
adfcgb,bgcfdabb
adfcge,egcfdaee
adfcgh,hgcfdahh
adfchb,bhcfdabb
adfche,ehcfdaee
adfchg,ghcfdagg
adfebc,cbefdacc
adfebg,gbefdagg
adfebh,hbefdahh
adfecb,bcefdabb
adfecg,gcefdagg
adfech,hcefdahh
adfegb,bgefdabb
adfegc,cgefdacc
adfegh,hgefdahh
adfehb,bhefdabb
adfehc,chefdacc
adfehg,ghefdagg
adfgbc,cbgfdacc
adfgbe,ebgfdaee
adfgbh,hbgfdahh
adfgcb,bcgfdabb
adfgce,ecgfdaee
adfgch,hcgfdahh
adfgeb,begfdabb
adfgec,cegfdacc
adfgeh,hegfdahh
adfghb,bhgfdabb
adfghc,chgfdacc
adfghe,ehgfdaee
adfhbc,cbhfdacc
adfhbe,ebhfdaee
adfhbg,gbhfdagg
adfhcb,bchfdabb
adfhce,echfdaee
adfhcg,gchfdagg
adfheb,behfdabb
adfhec,cehfdacc
adfheg,gehfdagg
adfhgb,bghfdabb
adfhgc,cghfdacc
adfhge,eghfdaee
adgbce,ecbgdaee
adgbcf,fcbgdaff
adgbch,hcbgdahh
adgbec,cebgdacc
adgbef,febgdaff
adgbeh,hebgdahh
adgbfc,cfbgdacc
adgbfe,efbgdaee
adgbfh,hfbgdahh
adgbhc,chbgdacc
adgbhe,ehbgdaee
adgbhf,fhbgdaff
adgcbe,ebcgdaee
adgcbf,fbcgdaff
adgcbh,hbcgdahh
adgceb,becgdabb
adgcef,fecgdaff
adgceh,hecgdahh
adgcfb,bfcgdabb
adgcfe,efcgdaee
adgcfh,hfcgdahh
adgchb,bhcgdabb
adgche,ehcgdaee
adgchf,fhcgdaff
adgebc,cbegdacc
adgebf,fbegdaff
adgebh,hbegdahh
adgecb,bcegdabb
adgecf,fcegdaff
adgech,hcegdahh
adgefb,bfegdabb
adgefc,cfegdacc
adgefh,hfegdahh
adgehb,bhegdabb
adgehc,chegdacc
adgehf,fhegdaff
adgfbc,cbfgdacc
adgfbe,ebfgdaee
adgfbh,hbfgdahh
adgfcb,bcfgdabb
adgfce,ecfgdaee
adgfch,hcfgdahh
adgfeb,befgdabb
adgfec,cefgdacc
adgfeh,hefgdahh
adgfhb,bhfgdabb
adgfhc,chfgdacc
adgfhe,ehfgdaee
adghbc,cbhgdacc
adghbe,ebhgdaee
adghbf,fbhgdaff
adghcb,bchgdabb
adghce,echgdaee
adghcf,fchgdaff
adgheb,behgdabb
adghec,cehgdacc
adghef,fehgdaff
adghfb,bfhgdabb
adghfc,cfhgdacc
adghfe,efhgdaee
adhbce,ecbhdaee
adhbcf,fcbhdaff
adhbcg,gcbhdagg
adhbec,cebhdacc
adhbef,febhdaff
adhbeg,gebhdagg
adhbfc,cfbhdacc
adhbfe,efbhdaee
adhbfg,gfbhdagg
adhbgc,cgbhdacc
adhbge,egbhdaee
adhbgf,fgbhdaff
adhcbe,ebchdaee
adhcbf,fbchdaff
adhcbg,gbchdagg
adhceb,bechdabb
adhcef,fechdaff
adhceg,gechdagg
adhcfb,bfchdabb
adhcfe,efchdaee
adhcfg,gfchdagg
adhcgb,bgchdabb
adhcge,egchdaee
adhcgf,fgchdaff
adhebc,cbehdacc
adhebf,fbehdaff
adhebg,gbehdagg
adhecb,bcehdabb
adhecf,fcehdaff
adhecg,gcehdagg
adhefb,bfehdabb
adhefc,cfehdacc
adhefg,gfehdagg
adhegb,bgehdabb
adhegc,cgehdacc
adhegf,fgehdaff
adhfbc,cbfhdacc
adhfbe,ebfhdaee
adhfbg,gbfhdagg
adhfcb,bcfhdabb
adhfce,ecfhdaee
adhfcg,gcfhdagg
adhfeb,befhdabb
adhfec,cefhdacc
adhfeg,gefhdagg
adhfgb,bgfhdabb
adhfgc,cgfhdacc
adhfge,egfhdaee
adhgbc,cbghdacc
adhgbe,ebghdaee
adhgbf,fbghdaff
adhgcb,bcghdabb
adhgce,ecghdaee
adhgcf,fcghdaff
adhgeb,beghdabb
adhgec,ceghdacc
adhgef,feghdaff
adhgfb,bfghdabb
adhgfc,cfghdacc
adhgfe,efghdaee
aebcdf,fdcbeaff
aebcdg,gdcbeagg
aebcdh,hdcbeahh
aebcfd,dfcbeadd
aebcfg,gfcbeagg
aebcfh,hfcbeahh
aebcgd,dgcbeadd
aebcgf,fgcbeaff
aebcgh,hgcbeahh
aebchd,dhcbeadd
aebchf,fhcbeaff
aebchg,ghcbeagg
aebdcf,fcdbeaff
aebdcg,gcdbeagg
aebdch,hcdbeahh
aebdfc,cfdbeacc
aebdfg,gfdbeagg
aebdfh,hfdbeahh
aebdgc,cgdbeacc
aebdgf,fgdbeaff
aebdgh,hgdbeahh
aebdhc,chdbeacc
aebdhf,fhdbeaff
aebdhg,ghdbeagg
aebfcd,dcfbeadd
aebfcg,gcfbeagg
aebfch,hcfbeahh
aebfdc,cdfbeacc
aebfdg,gdfbeagg
aebfdh,hdfbeahh
aebfgc,cgfbeacc
aebfgd,dgfbeadd
aebfgh,hgfbeahh
aebfhc,chfbeacc
aebfhd,dhfbeadd
aebfhg,ghfbeagg
aebgcd,dcgbeadd
aebgcf,fcgbeaff
aebgch,hcgbeahh
aebgdc,cdgbeacc
aebgdf,fdgbeaff
aebgdh,hdgbeahh
aebgfc,cfgbeacc
aebgfd,dfgbeadd
aebgfh,hfgbeahh
aebghc,chgbeacc
aebghd,dhgbeadd
aebghf,fhgbeaff
aebhcd,dchbeadd
aebhcf,fchbeaff
aebhcg,gchbeagg
aebhdc,cdhbeacc
aebhdf,fdhbeaff
aebhdg,gdhbeagg
aebhfc,cfhbeacc
aebhfd,dfhbeadd
aebhfg,gfhbeagg
aebhgc,cghbeacc
aebhgd,dghbeadd
aebhgf,fghbeaff
aecbdf,fdbceaff
aecbdg,gdbceagg
aecbdh,hdbceahh
aecbfd,dfbceadd
aecbfg,gfbceagg
aecbfh,hfbceahh
aecbgd,dgbceadd
aecbgf,fgbceaff
aecbgh,hgbceahh
aecbhd,dhbceadd
aecbhf,fhbceaff
aecbhg,ghbceagg
aecdbf,fbdceaff
aecdbg,gbdceagg
aecdbh,hbdceahh
aecdfb,bfdceabb
aecdfg,gfdceagg
aecdfh,hfdceahh
aecdgb,bgdceabb
aecdgf,fgdceaff
aecdgh,hgdceahh
aecdhb,bhdceabb
aecdhf,fhdceaff
aecdhg,ghdceagg
aecfbd,dbfceadd
aecfbg,gbfceagg
aecfbh,hbfceahh
aecfdb,bdfceabb
aecfdg,gdfceagg
aecfdh,hdfceahh
aecfgb,bgfceabb
aecfgd,dgfceadd
aecfgh,hgfceahh
aecfhb,bhfceabb
aecfhd,dhfceadd
aecfhg,ghfceagg
aecgbd,dbgceadd
aecgbf,fbgceaff
aecgbh,hbgceahh
aecgdb,bdgceabb
aecgdf,fdgceaff
aecgdh,hdgceahh
aecgfb,bfgceabb
aecgfd,dfgceadd
aecgfh,hfgceahh
aecghb,bhgceabb
aecghd,dhgceadd
aecghf,fhgceaff
aechbd,dbhceadd
aechbf,fbhceaff
aechbg,gbhceagg
aechdb,bdhceabb
aechdf,fdhceaff
aechdg,gdhceagg
aechfb,bfhceabb
aechfd,dfhceadd
aechfg,gfhceagg
aechgb,bghceabb
aechgd,dghceadd
aechgf,fghceaff
aedbcf,fcbdeaff
aedbcg,gcbdeagg
aedbch,hcbdeahh
aedbfc,cfbdeacc
aedbfg,gfbdeagg
aedbfh,hfbdeahh
aedbgc,cgbdeacc
aedbgf,fgbdeaff
aedbgh,hgbdeahh
aedbhc,chbdeacc
aedbhf,fhbdeaff
aedbhg,ghbdeagg
aedcbf,fbcdeaff
aedcbg,gbcdeagg
aedcbh,hbcdeahh
aedcfb,bfcdeabb
aedcfg,gfcdeagg
aedcfh,hfcdeahh
aedcgb,bgcdeabb
aedcgf,fgcdeaff
aedcgh,hgcdeahh
aedchb,bhcdeabb
aedchf,fhcdeaff
aedchg,ghcdeagg
aedfbc,cbfdeacc
aedfbg,gbfdeagg
aedfbh,hbfdeahh
aedfcb,bcfdeabb
aedfcg,gcfdeagg
aedfch,hcfdeahh
aedfgb,bgfdeabb
aedfgc,cgfdeacc
aedfgh,hgfdeahh
aedfhb,bhfdeabb
aedfhc,chfdeacc
aedfhg,ghfdeagg
aedgbc,cbgdeacc
aedgbf,fbgdeaff
aedgbh,hbgdeahh
aedgcb,bcgdeabb
aedgcf,fcgdeaff
aedgch,hcgdeahh
aedgfb,bfgdeabb
aedgfc,cfgdeacc
aedgfh,hfgdeahh
aedghb,bhgdeabb
aedghc,chgdeacc
aedghf,fhgdeaff
aedhbc,cbhdeacc
aedhbf,fbhdeaff
aedhbg,gbhdeagg
aedhcb,bchdeabb
aedhcf,fchdeaff
aedhcg,gchdeagg
aedhfb,bfhdeabb
aedhfc,cfhdeacc
aedhfg,gfhdeagg
aedhgb,bghdeabb
aedhgc,cghdeacc
aedhgf,fghdeaff
aefbcd,dcbfeadd
aefbcg,gcbfeagg
aefbch,hcbfeahh
aefbdc,cdbfeacc
aefbdg,gdbfeagg
aefbdh,hdbfeahh
aefbgc,cgbfeacc
aefbgd,dgbfeadd
aefbgh,hgbfeahh
aefbhc,chbfeacc
aefbhd,dhbfeadd
aefbhg,ghbfeagg
aefcbd,dbcfeadd
aefcbg,gbcfeagg
aefcbh,hbcfeahh
aefcdb,bdcfeabb
aefcdg,gdcfeagg
aefcdh,hdcfeahh
aefcgb,bgcfeabb
aefcgd,dgcfeadd
aefcgh,hgcfeahh
aefchb,bhcfeabb
aefchd,dhcfeadd
aefchg,ghcfeagg
aefdbc,cbdfeacc
aefdbg,gbdfeagg
aefdbh,hbdfeahh
aefdcb,bcdfeabb
aefdcg,gcdfeagg
aefdch,hcdfeahh
aefdgb,bgdfeabb
aefdgc,cgdfeacc
aefdgh,hgdfeahh
aefdhb,bhdfeabb
aefdhc,chdfeacc
aefdhg,ghdfeagg
aefgbc,cbgfeacc
aefgbd,dbgfeadd
aefgbh,hbgfeahh
aefgcb,bcgfeabb
aefgcd,dcgfeadd
aefgch,hcgfeahh
aefgdb,bdgfeabb
aefgdc,cdgfeacc
aefgdh,hdgfeahh
aefghb,bhgfeabb
aefghc,chgfeacc
aefghd,dhgfeadd
aefhbc,cbhfeacc
aefhbd,dbhfeadd
aefhbg,gbhfeagg
aefhcb,bchfeabb
aefhcd,dchfeadd
aefhcg,gchfeagg
aefhdb,bdhfeabb
aefhdc,cdhfeacc
aefhdg,gdhfeagg
aefhgb,bghfeabb
aefhgc,cghfeacc
aefhgd,dghfeadd
aegbcd,dcbgeadd
aegbcf,fcbgeaff
aegbch,hcbgeahh
aegbdc,cdbgeacc
aegbdf,fdbgeaff
aegbdh,hdbgeahh
aegbfc,cfbgeacc
aegbfd,dfbgeadd
aegbfh,hfbgeahh
aegbhc,chbgeacc
aegbhd,dhbgeadd
aegbhf,fhbgeaff
aegcbd,dbcgeadd
aegcbf,fbcgeaff
aegcbh,hbcgeahh
aegcdb,bdcgeabb
aegcdf,fdcgeaff
aegcdh,hdcgeahh
aegcfb,bfcgeabb
aegcfd,dfcgeadd
aegcfh,hfcgeahh
aegchb,bhcgeabb
aegchd,dhcgeadd
aegchf,fhcgeaff
aegdbc,cbdgeacc
aegdbf,fbdgeaff
aegdbh,hbdgeahh
aegdcb,bcdgeabb
aegdcf,fcdgeaff
aegdch,hcdgeahh
aegdfb,bfdgeabb
aegdfc,cfdgeacc
aegdfh,hfdgeahh
aegdhb,bhdgeabb
aegdhc,chdgeacc
aegdhf,fhdgeaff
aegfbc,cbfgeacc
aegfbd,dbfgeadd
aegfbh,hbfgeahh
aegfcb,bcfgeabb
aegfcd,dcfgeadd
aegfch,hcfgeahh
aegfdb,bdfgeabb
aegfdc,cdfgeacc
aegfdh,hdfgeahh
aegfhb,bhfgeabb
aegfhc,chfgeacc
aegfhd,dhfgeadd
aeghbc,cbhgeacc
aeghbd,dbhgeadd
aeghbf,fbhgeaff
aeghcb,bchgeabb
aeghcd,dchgeadd
aeghcf,fchgeaff
aeghdb,bdhgeabb
aeghdc,cdhgeacc
aeghdf,fdhgeaff
aeghfb,bfhgeabb
aeghfc,cfhgeacc
aeghfd,dfhgeadd
aehbcd,dcbheadd
aehbcf,fcbheaff
aehbcg,gcbheagg
aehbdc,cdbheacc
aehbdf,fdbheaff
aehbdg,gdbheagg
aehbfc,cfbheacc
aehbfd,dfbheadd
aehbfg,gfbheagg
aehbgc,cgbheacc
aehbgd,dgbheadd
aehbgf,fgbheaff
aehcbd,dbcheadd
aehcbf,fbcheaff
aehcbg,gbcheagg
aehcdb,bdcheabb
aehcdf,fdcheaff
aehcdg,gdcheagg
aehcfb,bfcheabb
aehcfd,dfcheadd
aehcfg,gfcheagg
aehcgb,bgcheabb
aehcgd,dgcheadd
aehcgf,fgcheaff
aehdbc,cbdheacc
aehdbf,fbdheaff
aehdbg,gbdheagg
aehdcb,bcdheabb
aehdcf,fcdheaff
aehdcg,gcdheagg
aehdfb,bfdheabb
aehdfc,cfdheacc
aehdfg,gfdheagg
aehdgb,bgdheabb
aehdgc,cgdheacc
aehdgf,fgdheaff
aehfbc,cbfheacc
aehfbd,dbfheadd
aehfbg,gbfheagg
aehfcb,bcfheabb
aehfcd,dcfheadd
aehfcg,gcfheagg
aehfdb,bdfheabb
aehfdc,cdfheacc
aehfdg,gdfheagg
aehfgb,bgfheabb
aehfgc,cgfheacc
aehfgd,dgfheadd
aehgbc,cbgheacc
aehgbd,dbgheadd
aehgbf,fbgheaff
aehgcb,bcgheabb
aehgcd,dcgheadd
aehgcf,fcgheaff
aehgdb,bdgheabb
aehgdc,cdgheacc
aehgdf,fdgheaff
aehgfb,bfgheabb
aehgfc,cfgheacc
aehgfd,dfgheadd
afbcde,edcbfaee
afbcdg,gdcbfagg
afbcdh,hdcbfahh
afbced,decbfadd
afbceg,gecbfagg
afbceh,hecbfahh
afbcgd,dgcbfadd
afbcge,egcbfaee
afbcgh,hgcbfahh
afbchd,dhcbfadd
afbche,ehcbfaee
afbchg,ghcbfagg
afbdce,ecdbfaee
afbdcg,gcdbfagg
afbdch,hcdbfahh
afbdec,cedbfacc
afbdeg,gedbfagg
afbdeh,hedbfahh
afbdgc,cgdbfacc
afbdge,egdbfaee
afbdgh,hgdbfahh
afbdhc,chdbfacc
afbdhe,ehdbfaee
afbdhg,ghdbfagg
afbecd,dcebfadd
afbecg,gcebfagg
afbech,hcebfahh
afbedc,cdebfacc
afbedg,gdebfagg
afbedh,hdebfahh
afbegc,cgebfacc
afbegd,dgebfadd
afbegh,hgebfahh
afbehc,chebfacc
afbehd,dhebfadd
afbehg,ghebfagg
afbgcd,dcgbfadd
afbgce,ecgbfaee
afbgch,hcgbfahh
afbgdc,cdgbfacc
afbgde,edgbfaee
afbgdh,hdgbfahh
afbgec,cegbfacc
afbged,degbfadd
afbgeh,hegbfahh
afbghc,chgbfacc
afbghd,dhgbfadd
afbghe,ehgbfaee
afbhcd,dchbfadd
afbhce,echbfaee
afbhcg,gchbfagg
afbhdc,cdhbfacc
afbhde,edhbfaee
afbhdg,gdhbfagg
afbhec,cehbfacc
afbhed,dehbfadd
afbheg,gehbfagg
afbhgc,cghbfacc
afbhgd,dghbfadd
afbhge,eghbfaee
afcbde,edbcfaee
afcbdg,gdbcfagg
afcbdh,hdbcfahh
afcbed,debcfadd
afcbeg,gebcfagg
afcbeh,hebcfahh
afcbgd,dgbcfadd
afcbge,egbcfaee
afcbgh,hgbcfahh
afcbhd,dhbcfadd
afcbhe,ehbcfaee
afcbhg,ghbcfagg
afcdbe,ebdcfaee
afcdbg,gbdcfagg
afcdbh,hbdcfahh
afcdeb,bedcfabb
afcdeg,gedcfagg
afcdeh,hedcfahh
afcdgb,bgdcfabb
afcdge,egdcfaee
afcdgh,hgdcfahh
afcdhb,bhdcfabb
afcdhe,ehdcfaee
afcdhg,ghdcfagg
afcebd,dbecfadd
afcebg,gbecfagg
afcebh,hbecfahh
afcedb,bdecfabb
afcedg,gdecfagg
afcedh,hdecfahh
afcegb,bgecfabb
afcegd,dgecfadd
afcegh,hgecfahh
afcehb,bhecfabb
afcehd,dhecfadd
afcehg,ghecfagg
afcgbd,dbgcfadd
afcgbe,ebgcfaee
afcgbh,hbgcfahh
afcgdb,bdgcfabb
afcgde,edgcfaee
afcgdh,hdgcfahh
afcgeb,begcfabb
afcged,degcfadd
afcgeh,hegcfahh
afcghb,bhgcfabb
afcghd,dhgcfadd
afcghe,ehgcfaee
afchbd,dbhcfadd
afchbe,ebhcfaee
afchbg,gbhcfagg
afchdb,bdhcfabb
afchde,edhcfaee
afchdg,gdhcfagg
afcheb,behcfabb
afched,dehcfadd
afcheg,gehcfagg
afchgb,bghcfabb
afchgd,dghcfadd
afchge,eghcfaee
afdbce,ecbdfaee
afdbcg,gcbdfagg
afdbch,hcbdfahh
afdbec,cebdfacc
afdbeg,gebdfagg
afdbeh,hebdfahh
afdbgc,cgbdfacc
afdbge,egbdfaee
afdbgh,hgbdfahh
afdbhc,chbdfacc
afdbhe,ehbdfaee
afdbhg,ghbdfagg
afdcbe,ebcdfaee
afdcbg,gbcdfagg
afdcbh,hbcdfahh
afdceb,becdfabb
afdceg,gecdfagg
afdceh,hecdfahh
afdcgb,bgcdfabb
afdcge,egcdfaee
afdcgh,hgcdfahh
afdchb,bhcdfabb
afdche,ehcdfaee
afdchg,ghcdfagg
afdebc,cbedfacc
afdebg,gbedfagg
afdebh,hbedfahh
afdecb,bcedfabb
afdecg,gcedfagg
afdech,hcedfahh
afdegb,bgedfabb
afdegc,cgedfacc
afdegh,hgedfahh
afdehb,bhedfabb
afdehc,chedfacc
afdehg,ghedfagg
afdgbc,cbgdfacc
afdgbe,ebgdfaee
afdgbh,hbgdfahh
afdgcb,bcgdfabb
afdgce,ecgdfaee
afdgch,hcgdfahh
afdgeb,begdfabb
afdgec,cegdfacc
afdgeh,hegdfahh
afdghb,bhgdfabb
afdghc,chgdfacc
afdghe,ehgdfaee
afdhbc,cbhdfacc
afdhbe,ebhdfaee
afdhbg,gbhdfagg
afdhcb,bchdfabb
afdhce,echdfaee
afdhcg,gchdfagg
afdheb,behdfabb
afdhec,cehdfacc
afdheg,gehdfagg
afdhgb,bghdfabb
afdhgc,cghdfacc
afdhge,eghdfaee
afebcd,dcbefadd
afebcg,gcbefagg
afebch,hcbefahh
afebdc,cdbefacc
afebdg,gdbefagg
afebdh,hdbefahh
afebgc,cgbefacc
afebgd,dgbefadd
afebgh,hgbefahh
afebhc,chbefacc
afebhd,dhbefadd
afebhg,ghbefagg
afecbd,dbcefadd
afecbg,gbcefagg
afecbh,hbcefahh
afecdb,bdcefabb
afecdg,gdcefagg
afecdh,hdcefahh
afecgb,bgcefabb
afecgd,dgcefadd
afecgh,hgcefahh
afechb,bhcefabb
afechd,dhcefadd
afechg,ghcefagg
afedbc,cbdefacc
afedbg,gbdefagg
afedbh,hbdefahh
afedcb,bcdefabb
afedcg,gcdefagg
afedch,hcdefahh
afedgb,bgdefabb
afedgc,cgdefacc
afedgh,hgdefahh
afedhb,bhdefabb
afedhc,chdefacc
afedhg,ghdefagg
afegbc,cbgefacc
afegbd,dbgefadd
afegbh,hbgefahh
afegcb,bcgefabb
afegcd,dcgefadd
afegch,hcgefahh
afegdb,bdgefabb
afegdc,cdgefacc
afegdh,hdgefahh
afeghb,bhgefabb
afeghc,chgefacc
afeghd,dhgefadd
afehbc,cbhefacc
afehbd,dbhefadd
afehbg,gbhefagg
afehcb,bchefabb
afehcd,dchefadd
afehcg,gchefagg
afehdb,bdhefabb
afehdc,cdhefacc
afehdg,gdhefagg
afehgb,bghefabb
afehgc,cghefacc
afehgd,dghefadd
afgbcd,dcbgfadd
afgbce,ecbgfaee
afgbch,hcbgfahh
afgbdc,cdbgfacc
afgbde,edbgfaee
afgbdh,hdbgfahh
afgbec,cebgfacc
afgbed,debgfadd
afgbeh,hebgfahh
afgbhc,chbgfacc
afgbhd,dhbgfadd
afgbhe,ehbgfaee
afgcbd,dbcgfadd
afgcbe,ebcgfaee
afgcbh,hbcgfahh
afgcdb,bdcgfabb
afgcde,edcgfaee
afgcdh,hdcgfahh
afgceb,becgfabb
afgced,decgfadd
afgceh,hecgfahh
afgchb,bhcgfabb
afgchd,dhcgfadd
afgche,ehcgfaee
afgdbc,cbdgfacc
afgdbe,ebdgfaee
afgdbh,hbdgfahh
afgdcb,bcdgfabb
afgdce,ecdgfaee
afgdch,hcdgfahh
afgdeb,bedgfabb
afgdec,cedgfacc
afgdeh,hedgfahh
afgdhb,bhdgfabb
afgdhc,chdgfacc
afgdhe,ehdgfaee
afgebc,cbegfacc
afgebd,dbegfadd
afgebh,hbegfahh
afgecb,bcegfabb
afgecd,dcegfadd
afgech,hcegfahh
afgedb,bdegfabb
afgedc,cdegfacc
afgedh,hdegfahh
afgehb,bhegfabb
afgehc,chegfacc
afgehd,dhegfadd
afghbc,cbhgfacc
afghbd,dbhgfadd
afghbe,ebhgfaee
afghcb,bchgfabb
afghcd,dchgfadd
afghce,echgfaee
afghdb,bdhgfabb
afghdc,cdhgfacc
afghde,edhgfaee
afgheb,behgfabb
afghec,cehgfacc
afghed,dehgfadd
afhbcd,dcbhfadd
afhbce,ecbhfaee
afhbcg,gcbhfagg
afhbdc,cdbhfacc
afhbde,edbhfaee
afhbdg,gdbhfagg
afhbec,cebhfacc
afhbed,debhfadd
afhbeg,gebhfagg
afhbgc,cgbhfacc
afhbgd,dgbhfadd
afhbge,egbhfaee
afhcbd,dbchfadd
afhcbe,ebchfaee
afhcbg,gbchfagg
afhcdb,bdchfabb
afhcde,edchfaee
afhcdg,gdchfagg
afhceb,bechfabb
afhced,dechfadd
afhceg,gechfagg
afhcgb,bgchfabb
afhcgd,dgchfadd
afhcge,egchfaee
afhdbc,cbdhfacc
afhdbe,ebdhfaee
afhdbg,gbdhfagg
afhdcb,bcdhfabb
afhdce,ecdhfaee
afhdcg,gcdhfagg
afhdeb,bedhfabb
afhdec,cedhfacc
afhdeg,gedhfagg
afhdgb,bgdhfabb
afhdgc,cgdhfacc
afhdge,egdhfaee
afhebc,cbehfacc
afhebd,dbehfadd
afhebg,gbehfagg
afhecb,bcehfabb
afhecd,dcehfadd
afhecg,gcehfagg
afhedb,bdehfabb
afhedc,cdehfacc
afhedg,gdehfagg
afhegb,bgehfabb
afhegc,cgehfacc
afhegd,dgehfadd
afhgbc,cbghfacc
afhgbd,dbghfadd
afhgbe,ebghfaee
afhgcb,bcghfabb
afhgcd,dcghfadd
afhgce,ecghfaee
afhgdb,bdghfabb
afhgdc,cdghfacc
afhgde,edghfaee
afhgeb,beghfabb
afhgec,ceghfacc
afhged,deghfadd
agbcde,edcbgaee
agbcdf,fdcbgaff
agbcdh,hdcbgahh
agbced,decbgadd
agbcef,fecbgaff
agbceh,hecbgahh
agbcfd,dfcbgadd
agbcfe,efcbgaee
agbcfh,hfcbgahh
agbchd,dhcbgadd
agbche,ehcbgaee
agbchf,fhcbgaff
agbdce,ecdbgaee
agbdcf,fcdbgaff
agbdch,hcdbgahh
agbdec,cedbgacc
agbdef,fedbgaff
agbdeh,hedbgahh
agbdfc,cfdbgacc
agbdfe,efdbgaee
agbdfh,hfdbgahh
agbdhc,chdbgacc
agbdhe,ehdbgaee
agbdhf,fhdbgaff
agbecd,dcebgadd
agbecf,fcebgaff
agbech,hcebgahh
agbedc,cdebgacc
agbedf,fdebgaff
agbedh,hdebgahh
agbefc,cfebgacc
agbefd,dfebgadd
agbefh,hfebgahh
agbehc,chebgacc
agbehd,dhebgadd
agbehf,fhebgaff
agbfcd,dcfbgadd
agbfce,ecfbgaee
agbfch,hcfbgahh
agbfdc,cdfbgacc
agbfde,edfbgaee
agbfdh,hdfbgahh
agbfec,cefbgacc
agbfed,defbgadd
agbfeh,hefbgahh
agbfhc,chfbgacc
agbfhd,dhfbgadd
agbfhe,ehfbgaee
agbhcd,dchbgadd
agbhce,echbgaee
agbhcf,fchbgaff
agbhdc,cdhbgacc
agbhde,edhbgaee
agbhdf,fdhbgaff
agbhec,cehbgacc
agbhed,dehbgadd
agbhef,fehbgaff
agbhfc,cfhbgacc
agbhfd,dfhbgadd
agbhfe,efhbgaee
agcbde,edbcgaee
agcbdf,fdbcgaff
agcbdh,hdbcgahh
agcbed,debcgadd
agcbef,febcgaff
agcbeh,hebcgahh
agcbfd,dfbcgadd
agcbfe,efbcgaee
agcbfh,hfbcgahh
agcbhd,dhbcgadd
agcbhe,ehbcgaee
agcbhf,fhbcgaff
agcdbe,ebdcgaee
agcdbf,fbdcgaff
agcdbh,hbdcgahh
agcdeb,bedcgabb
agcdef,fedcgaff
agcdeh,hedcgahh
agcdfb,bfdcgabb
agcdfe,efdcgaee
agcdfh,hfdcgahh
agcdhb,bhdcgabb
agcdhe,ehdcgaee
agcdhf,fhdcgaff
agcebd,dbecgadd
agcebf,fbecgaff
agcebh,hbecgahh
agcedb,bdecgabb
agcedf,fdecgaff
agcedh,hdecgahh
agcefb,bfecgabb
agcefd,dfecgadd
agcefh,hfecgahh
agcehb,bhecgabb
agcehd,dhecgadd
agcehf,fhecgaff
agcfbd,dbfcgadd
agcfbe,ebfcgaee
agcfbh,hbfcgahh
agcfdb,bdfcgabb
agcfde,edfcgaee
agcfdh,hdfcgahh
agcfeb,befcgabb
agcfed,defcgadd
agcfeh,hefcgahh
agcfhb,bhfcgabb
agcfhd,dhfcgadd
agcfhe,ehfcgaee
agchbd,dbhcgadd
agchbe,ebhcgaee
agchbf,fbhcgaff
agchdb,bdhcgabb
agchde,edhcgaee
agchdf,fdhcgaff
agcheb,behcgabb
agched,dehcgadd
agchef,fehcgaff
agchfb,bfhcgabb
agchfd,dfhcgadd
agchfe,efhcgaee
agdbce,ecbdgaee
agdbcf,fcbdgaff
agdbch,hcbdgahh
agdbec,cebdgacc
agdbef,febdgaff
