a,aaa3c2b1
abd2c4,4c2dba44
abd231,132dba11
abd23c,c32dbacc
abd234,432dba44
abd241,142dba11
abd24c,c42dbacc
abd243,342dba33
abdc12,21cdba22
abdc13,31cdba33
abdc14,41cdba44
abdc21,12cdba11
abdc23,32cdba33
abdc24,42cdba44
abdc31,13cdba11
abdc32,23cdba22
abdc34,43cdba44
abdc41,14cdba11
abdc42,24cdba22
abdc43,34cdba33
abd312,213dba22
abd31c,c13dbacc
abd314,413dba44
abd321,123dba11
abd32c,c23dbacc
abd324,423dba44
abd3c1,1c3dba11
abd3c2,2c3dba22
abd3c4,4c3dba44
abd341,143dba11
abd342,243dba22
abd34c,c43dbacc
abd412,214dba22
abd41c,c14dbacc
abd413,314dba33
abd421,124dba11
abd42c,c24dbacc
abd423,324dba33
abd4c1,1c4dba11
abd4c2,2c4dba22
abd4c3,3c4dba33
abd431,134dba11
abd432,234dba22
abd43c,c34dbacc
ab412c,c214bacc
ab4123,3214ba33
ab412d,d214badd
ab41c2,2c14ba22
ab41c3,3c14ba33
ab41cd,dc14badd
ab4132,2314ba22
ab413c,c314bacc
ab413d,d314badd
ab41d2,2d14ba22
ab41dc,cd14bacc
ab41d3,3d14ba33
ab421c,c124bacc
ab4213,3124ba33
ab421d,d124badd
ab42c1,1c24ba11
ab42c3,3c24ba33
ab42cd,dc24badd
ab4231,1324ba11
ab423c,c324bacc
ab423d,d324badd
ab42d1,1d24ba11
ab42dc,cd24bacc
ab42d3,3d24ba33
ab4c12,21c4ba22
ab4c13,31c4ba33
ab4c1d,d1c4badd
ab4c21,12c4ba11
ab4c23,32c4ba33
ab4c2d,d2c4badd
ab4c31,13c4ba11
ab4c32,23c4ba22
ab4c3d,d3c4badd
ab4cd1,1dc4ba11
ab4cd2,2dc4ba22
ab4cd3,3dc4ba33
ab4312,2134ba22
ab431c,c134bacc
ab431d,d134badd
ab4321,1234ba11
ab432c,c234bacc
ab432d,d234badd
ab43c1,1c34ba11
ab43c2,2c34ba22
ab43cd,dc34badd
ab43d1,1d34ba11
ab43d2,2d34ba22
ab43dc,cd34bacc
ab4d12,21d4ba22
ab4d1c,c1d4bacc
ab4d13,31d4ba33
ab4d21,12d4ba11
ab4d2c,c2d4bacc
ab4d23,32d4ba33
ab4dc1,1cd4ba11
ab4dc2,2cd4ba22
ab4dc3,3cd4ba33
ab4d31,13d4ba11
ab4d32,23d4ba22
ab4d3c,c3d4bacc
a21bc3,3cb12a33
a21bcd,dcb12add
a21bc4,4cb12a44
a21b3c,c3b12acc
a21b3d,d3b12add
a21b34,43b12a44
a21bdc,cdb12acc
a21bd3,3db12a33
a21bd4,4db12a44
a21b4c,c4b12acc
a21b43,34b12a33
a21b4d,d4b12add
a21cb3,3bc12a33
a21cbd,dbc12add
a21cb4,4bc12a44
a21c3b,b3c12abb
a21c3d,d3c12add
a21c34,43c12a44
a21cdb,bdc12abb
a21cd3,3dc12a33
a21cd4,4dc12a44
a21c4b,b4c12abb
a21c43,34c12a33
a21c4d,d4c12add
a213bc,cb312acc
a213bd,db312add
a213b4,4b312a44
a213cb,bc312abb
a213cd,dc312add
a213c4,4c312a44
a213db,bd312abb
a213dc,cd312acc
a213d4,4d312a44
a2134b,b4312abb
a2134c,c4312acc
a2134d,d4312add
a21dbc,cbd12acc
a21db3,3bd12a33
a21db4,4bd12a44
a21dcb,bcd12abb
a21dc3,3cd12a33
a21dc4,4cd12a44
a21d3b,b3d12abb
a21d3c,c3d12acc
a21d34,43d12a44
a21d4b,b4d12abb
a21d4c,c4d12acc
a21d43,34d12a33
a214bc,cb412acc
a214b3,3b412a33
a214bd,db412add
a214cb,bc412abb
a214c3,3c412a33
a214cd,dc412add
a2143b,b3412abb
a2143c,c3412acc
a2143d,d3412add
a214db,bd412abb
a214dc,cd412acc
a214d3,3d412a33
a2b1c3,3c1b2a33
a2b1cd,dc1b2add
a2b1c4,4c1b2a44
a2b13c,c31b2acc
a2b13d,d31b2add
a2b134,431b2a44
a2b1dc,cd1b2acc
a2b1d3,3d1b2a33
a2b1d4,4d1b2a44
a2b14c,c41b2acc
a2b143,341b2a33
a2b14d,d41b2add
a2bc13,31cb2a33
a2bc1d,d1cb2add
a2bc14,41cb2a44
a2bc31,13cb2a11
a2bc3d,d3cb2add
a2bc34,43cb2a44
a2bcd1,1dcb2a11
a2bcd3,3dcb2a33
a2bcd4,4dcb2a44
a2bc41,14cb2a11
a2bc43,34cb2a33
a2bc4d,d4cb2add
a2b31c,c13b2acc
a2b31d,d13b2add
a2b314,413b2a44
a2b3c1,1c3b2a11
a2b3cd,dc3b2add
a2b3c4,4c3b2a44
a2b3d1,1d3b2a11
a2b3dc,cd3b2acc
a2b3d4,4d3b2a44
a2b341,143b2a11
a2b34c,c43b2acc
a2b34d,d43b2add
a2bd1c,c1db2acc
a2bd13,31db2a33
a2bd14,41db2a44
a2bdc1,1cdb2a11
a2bdc3,3cdb2a33
a2bdc4,4cdb2a44
a2bd31,13db2a11
a2bd3c,c3db2acc
a2bd34,43db2a44
a2bd41,14db2a11
a2bd4c,c4db2acc
a2bd43,34db2a33
a2b41c,c14b2acc
a2b413,314b2a33
a2b41d,d14b2add
a2b4c1,1c4b2a11
a2b4c3,3c4b2a33
a2b4cd,dc4b2add
a2b431,134b2a11
a2b43c,c34b2acc
a2b43d,d34b2add
a2b4d1,1d4b2a11
a2b4dc,cd4b2acc
a2b4d3,3d4b2a33
a2c1b3,3b1c2a33
a2c1bd,db1c2add
a2c1b4,4b1c2a44
a2c13b,b31c2abb
a2c13d,d31c2add
a2c134,431c2a44
a2c1db,bd1c2abb
a2c1d3,3d1c2a33
a2c1d4,4d1c2a44
a2c14b,b41c2abb
a2c143,341c2a33
a2c14d,d41c2add
a2cb13,31bc2a33
a2cb1d,d1bc2add
a2cb14,41bc2a44
a2cb31,13bc2a11
a2cb3d,d3bc2add
a2cb34,43bc2a44
a2cbd1,1dbc2a11
a2cbd3,3dbc2a33
a2cbd4,4dbc2a44
a2cb41,14bc2a11
a2cb43,34bc2a33
a2cb4d,d4bc2add
a2c31b,b13c2abb
a2c31d,d13c2add
a2c314,413c2a44
a2c3b1,1b3c2a11
a2c3bd,db3c2add
a2c3b4,4b3c2a44
a2c3d1,1d3c2a11
a2c3db,bd3c2abb
a2c3d4,4d3c2a44
a2c341,143c2a11
a2c34b,b43c2abb
a2c34d,d43c2add
a2cd1b,b1dc2abb
a2cd13,31dc2a33
a2cd14,41dc2a44
a2cdb1,1bdc2a11
a2cdb3,3bdc2a33
a2cdb4,4bdc2a44
a2cd31,13dc2a11
a2cd3b,b3dc2abb
a2cd34,43dc2a44
a2cd41,14dc2a11
a2cd4b,b4dc2abb
a2cd43,34dc2a33
a2c41b,b14c2abb
a2c413,314c2a33
a2c41d,d14c2add
a2c4b1,1b4c2a11
a2c4b3,3b4c2a33
a2c4bd,db4c2add
a2c431,134c2a11
a2c43b,b34c2abb
a2c43d,d34c2add
a2c4d1,1d4c2a11
a2c4db,bd4c2abb
a2c4d3,3d4c2a33
a231bc,cb132acc
a231bd,db132add
a231b4,4b132a44
a231cb,bc132abb
a231cd,dc132add
a231c4,4c132a44
a231db,bd132abb
a231dc,cd132acc
a231d4,4d132a44
a2314b,b4132abb
a2314c,c4132acc
a2314d,d4132add
a23b1c,c1b32acc
a23b1d,d1b32add
a23b14,41b32a44
a23bc1,1cb32a11
a23bcd,dcb32add
a23bc4,4cb32a44
a23bd1,1db32a11
a23bdc,cdb32acc
a23bd4,4db32a44
a23b41,14b32a11
a23b4c,c4b32acc
a23b4d,d4b32add
a23c1b,b1c32abb
a23c1d,d1c32add
a23c14,41c32a44
a23cb1,1bc32a11
a23cbd,dbc32add
a23cb4,4bc32a44
a23cd1,1dc32a11
a23cdb,bdc32abb
a23cd4,4dc32a44
a23c41,14c32a11
a23c4b,b4c32abb
a23c4d,d4c32add
a23d1b,b1d32abb
a23d1c,c1d32acc
a23d14,41d32a44
a23db1,1bd32a11
a23dbc,cbd32acc
a23db4,4bd32a44
a23dc1,1cd32a11
a23dcb,bcd32abb
a23dc4,4cd32a44
a23d41,14d32a11
a23d4b,b4d32abb
a23d4c,c4d32acc
a2341b,b1432abb
a2341c,c1432acc
a2341d,d1432add
a234b1,1b432a11
a234bc,cb432acc
a234bd,db432add
a234c1,1c432a11
a234cb,bc432abb
a234cd,dc432add
a234d1,1d432a11
a234db,bd432abb
a234dc,cd432acc
a2d1bc,cb1d2acc
a2d1b3,3b1d2a33
a2d1b4,4b1d2a44
a2d1cb,bc1d2abb
a2d1c3,3c1d2a33
a2d1c4,4c1d2a44
a2d13b,b31d2abb
a2d13c,c31d2acc
a2d134,431d2a44
a2d14b,b41d2abb
a2d14c,c41d2acc
a2d143,341d2a33
a2db1c,c1bd2acc
a2db13,31bd2a33
a2db14,41bd2a44
a2dbc1,1cbd2a11
a2dbc3,3cbd2a33
a2dbc4,4cbd2a44
a2db31,13bd2a11
a2db3c,c3bd2acc
a2db34,43bd2a44
a2db41,14bd2a11
a2db4c,c4bd2acc
a2db43,34bd2a33
a2dc1b,b1cd2abb
a2dc13,31cd2a33
a2dc14,41cd2a44
a2dcb1,1bcd2a11
a2dcb3,3bcd2a33
a2dcb4,4bcd2a44
a2dc31,13cd2a11
a2dc3b,b3cd2abb
a2dc34,43cd2a44
a2dc41,14cd2a11
a2dc4b,b4cd2abb
a2dc43,34cd2a33
a2d31b,b13d2abb
a2d31c,c13d2acc
a2d314,413d2a44
a2d3b1,1b3d2a11
a2d3bc,cb3d2acc
a2d3b4,4b3d2a44
a2d3c1,1c3d2a11
a2d3cb,bc3d2abb
a2d3c4,4c3d2a44
a2d341,143d2a11
a2d34b,b43d2abb
a2d34c,c43d2acc
a2d41b,b14d2abb
a2d41c,c14d2acc
a2d413,314d2a33
a2d4b1,1b4d2a11
a2d4bc,cb4d2acc
a2d4b3,3b4d2a33
a2d4c1,1c4d2a11
a2d4cb,bc4d2abb
a2d4c3,3c4d2a33
a2d431,134d2a11
a2d43b,b34d2abb
a2d43c,c34d2acc
a241bc,cb142acc
a241b3,3b142a33
a241bd,db142add
a241cb,bc142abb
a241c3,3c142a33
a241cd,dc142add
a2413b,b3142abb
a2413c,c3142acc
a2413d,d3142add
a241db,bd142abb
a241dc,cd142acc
a241d3,3d142a33
a24b1c,c1b42acc
a24b13,31b42a33
a24b1d,d1b42add
a24bc1,1cb42a11
a24bc3,3cb42a33
a24bcd,dcb42add
a24b31,13b42a11
a24b3c,c3b42acc
a24b3d,d3b42add
a24bd1,1db42a11
a24bdc,cdb42acc
a24bd3,3db42a33
a24c1b,b1c42abb
a24c13,31c42a33
a24c1d,d1c42add
a24cb1,1bc42a11
a24cb3,3bc42a33
a24cbd,dbc42add
a24c31,13c42a11
a24c3b,b3c42abb
a24c3d,d3c42add
a24cd1,1dc42a11
a24cdb,bdc42abb
a24cd3,3dc42a33
a2431b,b1342abb
a2431c,c1342acc
a2431d,d1342add
a243b1,1b342a11
a243bc,cb342acc
a243bd,db342add
a243c1,1c342a11
a243cb,bc342abb
a243cd,dc342add
a243d1,1d342a11
a243db,bd342abb
a243dc,cd342acc
a24d1b,b1d42abb
a24d1c,c1d42acc
a24d13,31d42a33
a24db1,1bd42a11
a24dbc,cbd42acc
a24db3,3bd42a33
a24dc1,1cd42a11
a24dcb,bcd42abb
a24dc3,3cd42a33
a24d31,13d42a11
a24d3b,b3d42abb
a24d3c,c3d42acc
ac1b23,32b1ca33
ac1b2d,d2b1cadd
ac1b24,42b1ca44
ac1b32,23b1ca22
ac1b3d,d3b1cadd
ac1b34,43b1ca44
ac1bd2,2db1ca22
ac1bd3,3db1ca33
ac1bd4,4db1ca44
ac1b42,24b1ca22
ac1b43,34b1ca33
ac1b4d,d4b1cadd
ac12b3,3b21ca33
ac12bd,db21cadd
ac12b4,4b21ca44
ac123b,b321cabb
ac123d,d321cadd
ac1234,4321ca44
ac12db,bd21cabb
ac12d3,3d21ca33
ac12d4,4d21ca44
ac124b,b421cabb
ac1243,3421ca33
ac124d,d421cadd
ac13b2,2b31ca22
ac13bd,db31cadd
ac13b4,4b31ca44
ac132b,b231cabb
ac132d,d231cadd
ac1324,4231ca44
ac13db,bd31cabb
ac13d2,2d31ca22
ac13d4,4d31ca44
ac134b,b431cabb
ac1342,2431ca22
ac134d,d431cadd
ac1db2,2bd1ca22
ac1db3,3bd1ca33
ac1db4,4bd1ca44
ac1d2b,b2d1cabb
ac1d23,32d1ca33
ac1d24,42d1ca44
ac1d3b,b3d1cabb
ac1d32,23d1ca22
ac1d34,43d1ca44
ac1d4b,b4d1cabb
ac1d42,24d1ca22
ac1d43,34d1ca33
ac14b2,2b41ca22
ac14b3,3b41ca33
ac14bd,db41cadd
ac142b,b241cabb
ac1423,3241ca33
ac142d,d241cadd
ac143b,b341cabb
ac1432,2341ca22
ac143d,d341cadd
ac14db,bd41cabb
ac14d2,2d41ca22
ac14d3,3d41ca33
acb123,321bca33
acb12d,d21bcadd
acb124,421bca44
acb132,231bca22
acb13d,d31bcadd
acb134,431bca44
acb1d2,2d1bca22
acb1d3,3d1bca33
acb1d4,4d1bca44
acb142,241bca22
acb143,341bca33
acb14d,d41bcadd
acb213,312bca33
acb21d,d12bcadd
acb214,412bca44
acb231,132bca11
acb23d,d32bcadd
acb234,432bca44
acb2d1,1d2bca11
acb2d3,3d2bca33
acb2d4,4d2bca44
acb241,142bca11
acb243,342bca33
acb24d,d42bcadd
acb312,213bca22
acb31d,d13bcadd
acb314,413bca44
acb321,123bca11
acb32d,d23bcadd
acb324,423bca44
acb3d1,1d3bca11
acb3d2,2d3bca22
acb3d4,4d3bca44
acb341,143bca11
acb342,243bca22
acb34d,d43bcadd
acbd12,21dbca22
acbd13,31dbca33
acbd14,41dbca44
acbd21,12dbca11
acbd23,32dbca33
acbd24,42dbca44
acbd31,13dbca11
acbd32,23dbca22
acbd34,43dbca44
acbd41,14dbca11
acbd42,24dbca22
acbd43,34dbca33
acb412,214bca22
acb413,314bca33
acb41d,d14bcadd
acb421,124bca11
acb423,324bca33
acb42d,d24bcadd
acb431,134bca11
acb432,234bca22
acb43d,d34bcadd
acb4d1,1d4bca11
acb4d2,2d4bca22
acb4d3,3d4bca33
ac21b3,3b12ca33
ac21bd,db12cadd
ac21b4,4b12ca44
ac213b,b312cabb
ac213d,d312cadd
ac2134,4312ca44
ac21db,bd12cabb
ac21d3,3d12ca33
ac21d4,4d12ca44
ac214b,b412cabb
ac2143,3412ca33
ac214d,d412cadd
ac2b13,31b2ca33
ac2b1d,d1b2cadd
ac2b14,41b2ca44
ac2b31,13b2ca11
ac2b3d,d3b2cadd
ac2b34,43b2ca44
ac2bd1,1db2ca11
ac2bd3,3db2ca33
ac2bd4,4db2ca44
ac2b41,14b2ca11
ac2b43,34b2ca33
ac2b4d,d4b2cadd
ac231b,b132cabb
ac231d,d132cadd
ac2314,4132ca44
ac23b1,1b32ca11
ac23bd,db32cadd
ac23b4,4b32ca44
ac23d1,1d32ca11
ac23db,bd32cabb
ac23d4,4d32ca44
ac2341,1432ca11
ac234b,b432cabb
ac234d,d432cadd
ac2d1b,b1d2cabb
ac2d13,31d2ca33
ac2d14,41d2ca44
ac2db1,1bd2ca11
ac2db3,3bd2ca33
ac2db4,4bd2ca44
ac2d31,13d2ca11
ac2d3b,b3d2cabb
ac2d34,43d2ca44
ac2d41,14d2ca11
ac2d4b,b4d2cabb
ac2d43,34d2ca33
ac241b,b142cabb
ac2413,3142ca33
ac241d,d142cadd
ac24b1,1b42ca11
ac24b3,3b42ca33
ac24bd,db42cadd
ac2431,1342ca11
ac243b,b342cabb
ac243d,d342cadd
ac24d1,1d42ca11
ac24db,bd42cabb
ac24d3,3d42ca33
ac31b2,2b13ca22
ac31bd,db13cadd
ac31b4,4b13ca44
ac312b,b213cabb
ac312d,d213cadd
ac3124,4213ca44
ac31db,bd13cabb
ac31d2,2d13ca22
ac31d4,4d13ca44
ac314b,b413cabb
ac3142,2413ca22
ac314d,d413cadd
ac3b12,21b3ca22
ac3b1d,d1b3cadd
ac3b14,41b3ca44
ac3b21,12b3ca11
ac3b2d,d2b3cadd
ac3b24,42b3ca44
ac3bd1,1db3ca11
ac3bd2,2db3ca22
ac3bd4,4db3ca44
ac3b41,14b3ca11
ac3b42,24b3ca22
ac3b4d,d4b3cadd
ac321b,b123cabb
ac321d,d123cadd
ac3214,4123ca44
ac32b1,1b23ca11
ac32bd,db23cadd
ac32b4,4b23ca44
ac32d1,1d23ca11
ac32db,bd23cabb
ac32d4,4d23ca44
ac3241,1423ca11
ac324b,b423cabb
ac324d,d423cadd
ac3d1b,b1d3cabb
ac3d12,21d3ca22
ac3d14,41d3ca44
ac3db1,1bd3ca11
ac3db2,2bd3ca22
ac3db4,4bd3ca44
ac3d21,12d3ca11
ac3d2b,b2d3cabb
ac3d24,42d3ca44
ac3d41,14d3ca11
ac3d4b,b4d3cabb
ac3d42,24d3ca22
ac341b,b143cabb
ac3412,2143ca22
ac341d,d143cadd
ac34b1,1b43ca11
ac34b2,2b43ca22
ac34bd,db43cadd
ac3421,1243ca11
ac342b,b243cabb
ac342d,d243cadd
ac34d1,1d43ca11
ac34db,bd43cabb
ac34d2,2d43ca22
acd1b2,2b1dca22
acd1b3,3b1dca33
acd1b4,4b1dca44
acd12b,b21dcabb
acd123,321dca33
acd124,421dca44
acd13b,b31dcabb
acd132,231dca22
acd134,431dca44
acd14b,b41dcabb
acd142,241dca22
acd143,341dca33
acdb12,21bdca22
acdb13,31bdca33
acdb14,41bdca44
acdb21,12bdca11
acdb23,32bdca33
acdb24,42bdca44
acdb31,13bdca11
acdb32,23bdca22
acdb34,43bdca44
acdb41,14bdca11
acdb42,24bdca22
acdb43,34bdca33
acd21b,b12dcabb
acd213,312dca33
acd214,412dca44
acd2b1,1b2dca11
acd2b3,3b2dca33
acd2b4,4b2dca44
acd231,132dca11
acd23b,b32dcabb
acd234,432dca44
acd241,142dca11
acd24b,b42dcabb
acd243,342dca33
acd31b,b13dcabb
acd312,213dca22
acd314,413dca44
acd3b1,1b3dca11
acd3b2,2b3dca22
acd3b4,4b3dca44
acd321,123dca11
acd32b,b23dcabb
acd324,423dca44
acd341,143dca11
acd34b,b43dcabb
acd342,243dca22
acd41b,b14dcabb
acd412,214dca22
acd413,314dca33
acd4b1,1b4dca11
acd4b2,2b4dca22
acd4b3,3b4dca33
acd421,124dca11
acd42b,b24dcabb
acd423,324dca33
acd431,134dca11
acd43b,b34dcabb
acd432,234dca22
ac41b2,2b14ca22
ac41b3,3b14ca33
ac41bd,db14cadd
ac412b,b214cabb
ac4123,3214ca33
ac412d,d214cadd
ac413b,b314cabb
ac4132,2314ca22
ac413d,d314cadd
ac41db,bd14cabb
ac41d2,2d14ca22
ac41d3,3d14ca33
ac4b12,21b4ca22
ac4b13,31b4ca33
ac4b1d,d1b4cadd
ac4b21,12b4ca11
ac4b23,32b4ca33
ac4b2d,d2b4cadd
ac4b31,13b4ca11
ac4b32,23b4ca22
ac4b3d,d3b4cadd
ac4bd1,1db4ca11
ac4bd2,2db4ca22
ac4bd3,3db4ca33
ac421b,b124cabb
ac4213,3124ca33
ac421d,d124cadd
ac42b1,1b24ca11
ac42b3,3b24ca33
ac42bd,db24cadd
ac4231,1324ca11
ac423b,b324cabb
ac423d,d324cadd
ac42d1,1d24ca11
ac42db,bd24cabb
ac42d3,3d24ca33
ac431b,b134cabb
ac4312,2134ca22
ac431d,d134cadd
ac43b1,1b34ca11
ac43b2,2b34ca22
ac43bd,db34cadd
ac4321,1234ca11
ac432b,b234cabb
ac432d,d234cadd
ac43d1,1d34ca11
ac43db,bd34cabb
ac43d2,2d34ca22
ac4d1b,b1d4cabb
ac4d12,21d4ca22
ac4d13,31d4ca33
ac4db1,1bd4ca11
ac4db2,2bd4ca22
ac4db3,3bd4ca33
ac4d21,12d4ca11
ac4d2b,b2d4cabb
ac4d23,32d4ca33
ac4d31,13d4ca11
ac4d3b,b3d4cabb
ac4d32,23d4ca22
a31b2c,c2b13acc
a31b2d,d2b13add
a31b24,42b13a44
a31bc2,2cb13a22
a31bcd,dcb13add
a31bc4,4cb13a44
a31bd2,2db13a22
a31bdc,cdb13acc
a31bd4,4db13a44
a31b42,24b13a22
a31b4c,c4b13acc
a31b4d,d4b13add
a312bc,cb213acc
a312bd,db213add
a312b4,4b213a44
a312cb,bc213abb
a312cd,dc213add
a312c4,4c213a44
a312db,bd213abb
a312dc,cd213acc
a312d4,4d213a44
a3124b,b4213abb
a3124c,c4213acc
a3124d,d4213add
a31cb2,2bc13a22
a31cbd,dbc13add
a31cb4,4bc13a44
a31c2b,b2c13abb
a31c2d,d2c13add
a31c24,42c13a44
a31cdb,bdc13abb
a31cd2,2dc13a22
a31cd4,4dc13a44
a31c4b,b4c13abb
a31c42,24c13a22
a31c4d,d4c13add
a31db2,2bd13a22
a31dbc,cbd13acc
a31db4,4bd13a44
a31d2b,b2d13abb
a31d2c,c2d13acc
a31d24,42d13a44
a31dcb,bcd13abb
a31dc2,2cd13a22
a31dc4,4cd13a44
a31d4b,b4d13abb
a31d42,24d13a22
a31d4c,c4d13acc
a314b2,2b413a22
a314bc,cb413acc
a314bd,db413add
a3142b,b2413abb
a3142c,c2413acc
a3142d,d2413add
a314cb,bc413abb
a314c2,2c413a22
a314cd,dc413add
a314db,bd413abb
a314d2,2d413a22
a314dc,cd413acc
a3b12c,c21b3acc
a3b12d,d21b3add
a3b124,421b3a44
a3b1c2,2c1b3a22
a3b1cd,dc1b3add
a3b1c4,4c1b3a44
a3b1d2,2d1b3a22
a3b1dc,cd1b3acc
a3b1d4,4d1b3a44
a3b142,241b3a22
a3b14c,c41b3acc
a3b14d,d41b3add
a3b21c,c12b3acc
a3b21d,d12b3add
a3b214,412b3a44
a3b2c1,1c2b3a11
a3b2cd,dc2b3add
a3b2c4,4c2b3a44
a3b2d1,1d2b3a11
a3b2dc,cd2b3acc
a3b2d4,4d2b3a44
a3b241,142b3a11
a3b24c,c42b3acc
a3b24d,d42b3add
a3bc12,21cb3a22
a3bc1d,d1cb3add
a3bc14,41cb3a44
a3bc21,12cb3a11
a3bc2d,d2cb3add
a3bc24,42cb3a44
a3bcd1,1dcb3a11
a3bcd2,2dcb3a22
a3bcd4,4dcb3a44
a3bc41,14cb3a11
a3bc42,24cb3a22
a3bc4d,d4cb3add
a3bd12,21db3a22
a3bd1c,c1db3acc
a3bd14,41db3a44
a3bd21,12db3a11
a3bd2c,c2db3acc
a3bd24,42db3a44
a3bdc1,1cdb3a11
a3bdc2,2cdb3a22
a3bdc4,4cdb3a44
a3bd41,14db3a11
a3bd42,24db3a22
a3bd4c,c4db3acc
a3b412,214b3a22
a3b41c,c14b3acc
a3b41d,d14b3add
a3b421,124b3a11
a3b42c,c24b3acc
a3b42d,d24b3add
a3b4c1,1c4b3a11
a3b4c2,2c4b3a22
a3b4cd,dc4b3add
a3b4d1,1d4b3a11
a3b4d2,2d4b3a22
a3b4dc,cd4b3acc
a321bc,cb123acc
a321bd,db123add
a321b4,4b123a44
a321cb,bc123abb
a321cd,dc123add
a321c4,4c123a44
a321db,bd123abb
a321dc,cd123acc
a321d4,4d123a44
a3214b,b4123abb
a3214c,c4123acc
a3214d,d4123add
a32b1c,c1b23acc
a32b1d,d1b23add
a32b14,41b23a44
a32bc1,1cb23a11
a32bcd,dcb23add
a32bc4,4cb23a44
a32bd1,1db23a11
a32bdc,cdb23acc
a32bd4,4db23a44
a32b41,14b23a11
a32b4c,c4b23acc
a32b4d,d4b23add
a32c1b,b1c23abb
a32c1d,d1c23add
a32c14,41c23a44
a32cb1,1bc23a11
a32cbd,dbc23add
a32cb4,4bc23a44
a32cd1,1dc23a11
a32cdb,bdc23abb
a32cd4,4dc23a44
a32c41,14c23a11
a32c4b,b4c23abb
a32c4d,d4c23add
a32d1b,b1d23abb
a32d1c,c1d23acc
a32d14,41d23a44
a32db1,1bd23a11
a32dbc,cbd23acc
a32db4,4bd23a44
a32dc1,1cd23a11
a32dcb,bcd23abb
a32dc4,4cd23a44
a32d41,14d23a11
a32d4b,b4d23abb
a32d4c,c4d23acc
a3241b,b1423abb
a3241c,c1423acc
a3241d,d1423add
a324b1,1b423a11
a324bc,cb423acc
a324bd,db423add
a324c1,1c423a11
a324cb,bc423abb
a324cd,dc423add
a324d1,1d423a11
a324db,bd423abb
a324dc,cd423acc
a3c1b2,2b1c3a22
a3c1bd,db1c3add
a3c1b4,4b1c3a44
a3c12b,b21c3abb
a3c12d,d21c3add
a3c124,421c3a44
a3c1db,bd1c3abb
a3c1d2,2d1c3a22
a3c1d4,4d1c3a44
a3c14b,b41c3abb
a3c142,241c3a22
a3c14d,d41c3add
a3cb12,21bc3a22
a3cb1d,d1bc3add
a3cb14,41bc3a44
a3cb21,12bc3a11
a3cb2d,d2bc3add
a3cb24,42bc3a44
a3cbd1,1dbc3a11
a3cbd2,2dbc3a22
a3cbd4,4dbc3a44
a3cb41,14bc3a11
a3cb42,24bc3a22
a3cb4d,d4bc3add
a3c21b,b12c3abb
a3c21d,d12c3add
a3c214,412c3a44
a3c2b1,1b2c3a11
a3c2bd,db2c3add
a3c2b4,4b2c3a44
a3c2d1,1d2c3a11
a3c2db,bd2c3abb
a3c2d4,4d2c3a44
a3c241,142c3a11
a3c24b,b42c3abb
a3c24d,d42c3add
a3cd1b,b1dc3abb
a3cd12,21dc3a22
a3cd14,41dc3a44
a3cdb1,1bdc3a11
a3cdb2,2bdc3a22
a3cdb4,4bdc3a44
a3cd21,12dc3a11
a3cd2b,b2dc3abb
a3cd24,42dc3a44
a3cd41,14dc3a11
a3cd4b,b4dc3abb
a3cd42,24dc3a22
a3c41b,b14c3abb
a3c412,214c3a22
a3c41d,d14c3add
a3c4b1,1b4c3a11
a3c4b2,2b4c3a22
a3c4bd,db4c3add
a3c421,124c3a11
a3c42b,b24c3abb
a3c42d,d24c3add
a3c4d1,1d4c3a11
a3c4db,bd4c3abb
a3c4d2,2d4c3a22
a3d1b2,2b1d3a22
a3d1bc,cb1d3acc
a3d1b4,4b1d3a44
a3d12b,b21d3abb
a3d12c,c21d3acc
a3d124,421d3a44
a3d1cb,bc1d3abb
a3d1c2,2c1d3a22
a3d1c4,4c1d3a44
a3d14b,b41d3abb
a3d142,241d3a22
a3d14c,c41d3acc
a3db12,21bd3a22
a3db1c,c1bd3acc
a3db14,41bd3a44
a3db21,12bd3a11
a3db2c,c2bd3acc
a3db24,42bd3a44
a3dbc1,1cbd3a11
a3dbc2,2cbd3a22
a3dbc4,4cbd3a44
a3db41,14bd3a11
a3db42,24bd3a22
a3db4c,c4bd3acc
a3d21b,b12d3abb
a3d21c,c12d3acc
a3d214,412d3a44
a3d2b1,1b2d3a11
a3d2bc,cb2d3acc
a3d2b4,4b2d3a44
a3d2c1,1c2d3a11
a3d2cb,bc2d3abb
a3d2c4,4c2d3a44
a3d241,142d3a11
a3d24b,b42d3abb
a3d24c,c42d3acc
a3dc1b,b1cd3abb
a3dc12,21cd3a22
a3dc14,41cd3a44
a3dcb1,1bcd3a11
a3dcb2,2bcd3a22
a3dcb4,4bcd3a44
a3dc21,12cd3a11
a3dc2b,b2cd3abb
a3dc24,42cd3a44
a3dc41,14cd3a11
a3dc4b,b4cd3abb
a3dc42,24cd3a22
a3d41b,b14d3abb
a3d412,214d3a22
a3d41c,c14d3acc
a3d4b1,1b4d3a11
a3d4b2,2b4d3a22
a3d4bc,cb4d3acc
a3d421,124d3a11
a3d42b,b24d3abb
a3d42c,c24d3acc
a3d4c1,1c4d3a11
a3d4cb,bc4d3abb
a3d4c2,2c4d3a22
a341b2,2b143a22
a341bc,cb143acc
a341bd,db143add
a3412b,b2143abb
a3412c,c2143acc
a3412d,d2143add
a341cb,bc143abb
