a,aaaedcb
bgedca,acdegba
bgedcf,fcdegbf
bgedfa,afdegba
bgedfc,cfdegbc
bgefac,cafegbc
bgefad,dafegbd
bgefca,acfegba
bgefcd,dcfegbd
bgefda,adfegba
bgefdc,cdfegbc
bgfacd,dcafgbd
bgface,ecafgbe
bgfadc,cdafgbc
bgfade,edafgbe
bgfaec,ceafgbc
bgfaed,deafgbd
bgfcad,dacfgbd
bgfcae,eacfgbe
bgfcda,adcfgba
bgfcde,edcfgbe
bgfcea,aecfgba
bgfced,decfgbd
bgfdac,cadfgbc
bgfdae,eadfgbe
bgfdca,acdfgba
bgfdce,ecdfgbe
bgfdea,aedfgba
bgfdec,cedfgbc
bgfeac,caefgbc
bgfead,daefgbd
bgfeca,acefgba
bgfecd,dcefgbd
bgfeda,adefgba
bgfedc,cdefgbc
cabdef,fedbacf
cabdeg,gedbacg
cabdfe,efdbace
cabdfg,gfdbacg
cabdge,egdbace
cabdgf,fgdbacf
cabedf,fdebacf
cabedg,gdebacg
cabefd,dfebacd
cabefg,gfebacg
cabegd,dgebacd
cabegf,fgebacf
cabfde,edfbace
cabfdg,gdfbacg
cabfed,defbacd
cabfeg,gefbacg
cabfgd,dgfbacd
cabfge,egfbace
cabgde,edgbace
cabgdf,fdgbacf
cabged,degbacd
cabgef,fegbacf
cabgfd,dfgbacd
cabgfe,efgbace
cadbef,febdacf
cadbeg,gebdacg
cadbfe,efbdace
cadbfg,gfbdacg
cadbge,egbdace
cadbgf,fgbdacf
cadebf,fbedacf
cadebg,gbedacg
cadefb,bfedacb
cadefg,gfedacg
cadegb,bgedacb
cadegf,fgedacf
cadfbe,ebfdace
cadfbg,gbfdacg
cadfeb,befdacb
cadfeg,gefdacg
cadfgb,bgfdacb
cadfge,egfdace
cadgbe,ebgdace
cadgbf,fbgdacf
cadgeb,begdacb
cadgef,fegdacf
cadgfb,bfgdacb
cadgfe,efgdace
caebdf,fdbeacf
caebdg,gdbeacg
caebfd,dfbeacd
caebfg,gfbeacg
caebgd,dgbeacd
caebgf,fgbeacf
caedbf,fbdeacf
caedbg,gbdeacg
caedfb,bfdeacb
caedfg,gfdeacg
caedgb,bgdeacb
caedgf,fgdeacf
caefbd,dbfeacd
caefbg,gbfeacg
caefdb,bdfeacb
caefdg,gdfeacg
caefgb,bgfeacb
caefgd,dgfeacd
caegbd,dbgeacd
caegbf,fbgeacf
caegdb,bdgeacb
caegdf,fdgeacf
caegfb,bfgeacb
caegfd,dfgeacd
cafbde,edbface
cafbdg,gdbfacg
cafbed,debfacd
cafbeg,gebfacg
cafbgd,dgbfacd
cafbge,egbface
cafdbe,ebdface
cafdbg,gbdfacg
cafdeb,bedfacb
cafdeg,gedfacg
cafdgb,bgdfacb
cafdge,egdface
cafebd,dbefacd
cafebg,gbefacg
cafedb,bdefacb
cafedg,gdefacg
cafegb,bgefacb
cafegd,dgefacd
cafgbd,dbgfacd
cafgbe,ebgface
cafgdb,bdgfacb
cafgde,edgface
cafgeb,begfacb
cafged,degfacd
cagbde,edbgace
cagbdf,fdbgacf
cagbed,debgacd
cagbef,febgacf
cagbfd,dfbgacd
cagbfe,efbgace
cagdbe,ebdgace
cagdbf,fbdgacf
cagdeb,bedgacb
cagdef,fedgacf
cagdfb,bfdgacb
cagdfe,efdgace
cagebd,dbegacd
cagebf,fbegacf
cagedb,bdegacb
cagedf,fdegacf
cagefb,bfegacb
cagefd,dfegacd
cagfbd,dbfgacd
cagfbe,ebfgace
cagfdb,bdfgacb
cagfde,edfgace
cagfeb,befgacb
cagfed,defgacd
cbadef,fedabcf
cbadeg,gedabcg
cbadfe,efdabce
cbadfg,gfdabcg
cbadge,egdabce
cbadgf,fgdabcf
cbaedf,fdeabcf
cbaedg,gdeabcg
cbaefd,dfeabcd
cbaefg,gfeabcg
cbaegd,dgeabcd
cbaegf,fgeabcf
cbafde,edfabce
cbafdg,gdfabcg
cbafed,defabcd
cbafeg,gefabcg
cbafgd,dgfabcd
cbafge,egfabce
cbagde,edgabce
cbagdf,fdgabcf
cbaged,degabcd
cbagef,fegabcf
cbagfd,dfgabcd
cbagfe,efgabce
cbdaef,feadbcf
cbdaeg,geadbcg
cbdafe,efadbce
cbdafg,gfadbcg
cbdage,egadbce
cbdagf,fgadbcf
cbdeaf,faedbcf
cbdeag,gaedbcg
cbdefa,afedbca
cbdefg,gfedbcg
cbdega,agedbca
cbdegf,fgedbcf
cbdfae,eafdbce
cbdfag,gafdbcg
cbdfea,aefdbca
cbdfeg,gefdbcg
cbdfga,agfdbca
cbdfge,egfdbce
cbdgae,eagdbce
cbdgaf,fagdbcf
cbdgea,aegdbca
cbdgef,fegdbcf
cbdgfa,afgdbca
cbdgfe,efgdbce
cbeadf,fdaebcf
cbeadg,gdaebcg
cbeafd,dfaebcd
cbeafg,gfaebcg
cbeagd,dgaebcd
cbeagf,fgaebcf
cbedaf,fadebcf
cbedag,gadebcg
cbedfa,afdebca
cbedfg,gfdebcg
cbedga,agdebca
cbedgf,fgdebcf
cbefad,dafebcd
cbefag,gafebcg
cbefda,adfebca
cbefdg,gdfebcg
cbefga,agfebca
cbefgd,dgfebcd
cbegad,dagebcd
cbegaf,fagebcf
cbegda,adgebca
cbegdf,fdgebcf
cbegfa,afgebca
cbegfd,dfgebcd
cbfade,edafbce
cbfadg,gdafbcg
cbfaed,deafbcd
cbfaeg,geafbcg
cbfagd,dgafbcd
cbfage,egafbce
cbfdae,eadfbce
cbfdag,gadfbcg
cbfdea,aedfbca
cbfdeg,gedfbcg
cbfdga,agdfbca
cbfdge,egdfbce
cbfead,daefbcd
cbfeag,gaefbcg
cbfeda,adefbca
cbfedg,gdefbcg
cbfega,agefbca
cbfegd,dgefbcd
cbfgad,dagfbcd
cbfgae,eagfbce
cbfgda,adgfbca
cbfgde,edgfbce
cbfgea,aegfbca
cbfged,degfbcd
cbgade,edagbce
cbgadf,fdagbcf
cbgaed,deagbcd
cbgaef,feagbcf
cbgafd,dfagbcd
cbgafe,efagbce
cbgdae,eadgbce
cbgdaf,fadgbcf
cbgdea,aedgbca
cbgdef,fedgbcf
cbgdfa,afdgbca
cbgdfe,efdgbce
cbgead,daegbcd
cbgeaf,faegbcf
cbgeda,adegbca
cbgedf,fdegbcf
cbgefa,afegbca
cbgefd,dfegbcd
cbgfad,dafgbcd
cbgfae,eafgbce
cbgfda,adfgbca
cbgfde,edfgbce
cbgfea,aefgbca
cbgfed,defgbcd
cdabef,febadcf
cdabeg,gebadcg
cdabfe,efbadce
cdabfg,gfbadcg
cdabge,egbadce
cdabgf,fgbadcf
cdaebf,fbeadcf
cdaebg,gbeadcg
cdaefb,bfeadcb
cdaefg,gfeadcg
cdaegb,bgeadcb
cdaegf,fgeadcf
cdafbe,ebfadce
cdafbg,gbfadcg
cdafeb,befadcb
cdafeg,gefadcg
cdafgb,bgfadcb
cdafge,egfadce
cdagbe,ebgadce
cdagbf,fbgadcf
cdageb,begadcb
cdagef,fegadcf
cdagfb,bfgadcb
cdagfe,efgadce
cdbaef,feabdcf
cdbaeg,geabdcg
cdbafe,efabdce
cdbafg,gfabdcg
cdbage,egabdce
cdbagf,fgabdcf
cdbeaf,faebdcf
cdbeag,gaebdcg
cdbefa,afebdca
cdbefg,gfebdcg
cdbega,agebdca
cdbegf,fgebdcf
cdbfae,eafbdce
cdbfag,gafbdcg
cdbfea,aefbdca
cdbfeg,gefbdcg
cdbfga,agfbdca
cdbfge,egfbdce
cdbgae,eagbdce
cdbgaf,fagbdcf
cdbgea,aegbdca
cdbgef,fegbdcf
cdbgfa,afgbdca
cdbgfe,efgbdce
cdeabf,fbaedcf
cdeabg,gbaedcg
cdeafb,bfaedcb
cdeafg,gfaedcg
cdeagb,bgaedcb
cdeagf,fgaedcf
cdebaf,fabedcf
cdebag,gabedcg
cdebfa,afbedca
cdebfg,gfbedcg
cdebga,agbedca
cdebgf,fgbedcf
cdefab,bafedcb
cdefag,gafedcg
cdefba,abfedca
cdefbg,gbfedcg
cdefga,agfedca
cdefgb,bgfedcb
cdegab,bagedcb
cdegaf,fagedcf
cdegba,abgedca
cdegbf,fbgedcf
cdegfa,afgedca
cdegfb,bfgedcb
cdfabe,ebafdce
cdfabg,gbafdcg
cdfaeb,beafdcb
cdfaeg,geafdcg
cdfagb,bgafdcb
cdfage,egafdce
cdfbae,eabfdce
cdfbag,gabfdcg
cdfbea,aebfdca
cdfbeg,gebfdcg
cdfbga,agbfdca
cdfbge,egbfdce
cdfeab,baefdcb
cdfeag,gaefdcg
cdfeba,abefdca
cdfebg,gbefdcg
cdfega,agefdca
cdfegb,bgefdcb
cdfgab,bagfdcb
cdfgae,eagfdce
cdfgba,abgfdca
cdfgbe,ebgfdce
cdfgea,aegfdca
cdfgeb,begfdcb
cdgabe,ebagdce
cdgabf,fbagdcf
cdgaeb,beagdcb
cdgaef,feagdcf
cdgafb,bfagdcb
cdgafe,efagdce
cdgbae,eabgdce
cdgbaf,fabgdcf
cdgbea,aebgdca
cdgbef,febgdcf
cdgbfa,afbgdca
cdgbfe,efbgdce
cdgeab,baegdcb
cdgeaf,faegdcf
cdgeba,abegdca
cdgebf,fbegdcf
cdgefa,afegdca
cdgefb,bfegdcb
cdgfab,bafgdcb
cdgfae,eafgdce
cdgfba,abfgdca
cdgfbe,ebfgdce
cdgfea,aefgdca
cdgfeb,befgdcb
ceabdf,fdbaecf
ceabdg,gdbaecg
ceabfd,dfbaecd
ceabfg,gfbaecg
ceabgd,dgbaecd
ceabgf,fgbaecf
ceadbf,fbdaecf
ceadbg,gbdaecg
ceadfb,bfdaecb
ceadfg,gfdaecg
ceadgb,bgdaecb
ceadgf,fgdaecf
ceafbd,dbfaecd
ceafbg,gbfaecg
ceafdb,bdfaecb
ceafdg,gdfaecg
ceafgb,bgfaecb
ceafgd,dgfaecd
ceagbd,dbgaecd
ceagbf,fbgaecf
ceagdb,bdgaecb
ceagdf,fdgaecf
ceagfb,bfgaecb
ceagfd,dfgaecd
cebadf,fdabecf
cebadg,gdabecg
cebafd,dfabecd
cebafg,gfabecg
cebagd,dgabecd
cebagf,fgabecf
cebdaf,fadbecf
cebdag,gadbecg
cebdfa,afdbeca
cebdfg,gfdbecg
cebdga,agdbeca
cebdgf,fgdbecf
cebfad,dafbecd
cebfag,gafbecg
cebfda,adfbeca
cebfdg,gdfbecg
cebfga,agfbeca
cebfgd,dgfbecd
cebgad,dagbecd
cebgaf,fagbecf
cebgda,adgbeca
cebgdf,fdgbecf
cebgfa,afgbeca
cebgfd,dfgbecd
cedabf,fbadecf
cedabg,gbadecg
cedafb,bfadecb
cedafg,gfadecg
cedagb,bgadecb
cedagf,fgadecf
cedbaf,fabdecf
cedbag,gabdecg
cedbfa,afbdeca
cedbfg,gfbdecg
cedbga,agbdeca
cedbgf,fgbdecf
cedfab,bafdecb
cedfag,gafdecg
cedfba,abfdeca
cedfbg,gbfdecg
cedfga,agfdeca
cedfgb,bgfdecb
cedgab,bagdecb
cedgaf,fagdecf
cedgba,abgdeca
cedgbf,fbgdecf
cedgfa,afgdeca
cedgfb,bfgdecb
cefabd,dbafecd
cefabg,gbafecg
cefadb,bdafecb
cefadg,gdafecg
cefagb,bgafecb
cefagd,dgafecd
cefbad,dabfecd
cefbag,gabfecg
cefbda,adbfeca
cefbdg,gdbfecg
cefbga,agbfeca
cefbgd,dgbfecd
cefdab,badfecb
cefdag,gadfecg
cefdba,abdfeca
cefdbg,gbdfecg
cefdga,agdfeca
cefdgb,bgdfecb
cefgab,bagfecb
cefgad,dagfecd
cefgba,abgfeca
cefgbd,dbgfecd
cefgda,adgfeca
cefgdb,bdgfecb
cegabd,dbagecd
cegabf,fbagecf
cegadb,bdagecb
cegadf,fdagecf
cegafb,bfagecb
cegafd,dfagecd
cegbad,dabgecd
cegbaf,fabgecf
cegbda,adbgeca
cegbdf,fdbgecf
cegbfa,afbgeca
cegbfd,dfbgecd
cegdab,badgecb
cegdaf,fadgecf
cegdba,abdgeca
cegdbf,fbdgecf
cegdfa,afdgeca
cegdfb,bfdgecb
cegfab,bafgecb
cegfad,dafgecd
cegfba,abfgeca
cegfbd,dbfgecd
cegfda,adfgeca
cegfdb,bdfgecb
cfabde,edbafce
cfabdg,gdbafcg
cfabed,debafcd
cfabeg,gebafcg
cfabgd,dgbafcd
cfabge,egbafce
cfadbe,ebdafce
cfadbg,gbdafcg
cfadeb,bedafcb
cfadeg,gedafcg
cfadgb,bgdafcb
cfadge,egdafce
cfaebd,dbeafcd
cfaebg,gbeafcg
cfaedb,bdeafcb
cfaedg,gdeafcg
cfaegb,bgeafcb
cfaegd,dgeafcd
cfagbd,dbgafcd
cfagbe,ebgafce
cfagdb,bdgafcb
cfagde,edgafce
cfageb,begafcb
cfaged,degafcd
cfbade,edabfce
cfbadg,gdabfcg
cfbaed,deabfcd
cfbaeg,geabfcg
cfbagd,dgabfcd
cfbage,egabfce
cfbdae,eadbfce
cfbdag,gadbfcg
cfbdea,aedbfca
cfbdeg,gedbfcg
cfbdga,agdbfca
cfbdge,egdbfce
cfbead,daebfcd
cfbeag,gaebfcg
cfbeda,adebfca
cfbedg,gdebfcg
cfbega,agebfca
cfbegd,dgebfcd
cfbgad,dagbfcd
cfbgae,eagbfce
cfbgda,adgbfca
cfbgde,edgbfce
cfbgea,aegbfca
cfbged,degbfcd
cfdabe,ebadfce
cfdabg,gbadfcg
cfdaeb,beadfcb
cfdaeg,geadfcg
cfdagb,bgadfcb
cfdage,egadfce
cfdbae,eabdfce
cfdbag,gabdfcg
cfdbea,aebdfca
cfdbeg,gebdfcg
cfdbga,agbdfca
cfdbge,egbdfce
cfdeab,baedfcb
cfdeag,gaedfcg
cfdeba,abedfca
cfdebg,gbedfcg
cfdega,agedfca
cfdegb,bgedfcb
cfdgab,bagdfcb
cfdgae,eagdfce
cfdgba,abgdfca
cfdgbe,ebgdfce
cfdgea,aegdfca
cfdgeb,begdfcb
cfeabd,dbaefcd
cfeabg,gbaefcg
cfeadb,bdaefcb
cfeadg,gdaefcg
cfeagb,bgaefcb
cfeagd,dgaefcd
cfebad,dabefcd
cfebag,gabefcg
cfebda,adbefca
cfebdg,gdbefcg
cfebga,agbefca
cfebgd,dgbefcd
cfedab,badefcb
cfedag,gadefcg
cfedba,abdefca
cfedbg,gbdefcg
cfedga,agdefca
cfedgb,bgdefcb
cfegab,bagefcb
cfegad,dagefcd
cfegba,abgefca
cfegbd,dbgefcd
cfegda,adgefca
cfegdb,bdgefcb
cfgabd,dbagfcd
cfgabe,ebagfce
cfgadb,bdagfcb
cfgade,edagfce
cfgaeb,beagfcb
cfgaed,deagfcd
cfgbad,dabgfcd
cfgbae,eabgfce
cfgbda,adbgfca
cfgbde,edbgfce
cfgbea,aebgfca
cfgbed,debgfcd
cfgdab,badgfcb
cfgdae,eadgfce
cfgdba,abdgfca
cfgdbe,ebdgfce
cfgdea,aedgfca
cfgdeb,bedgfcb
cfgeab,baegfcb
cfgead,daegfcd
cfgeba,abegfca
cfgebd,dbegfcd
cfgeda,adegfca
cfgedb,bdegfcb
cgabde,edbagce
cgabdf,fdbagcf
cgabed,debagcd
cgabef,febagcf
cgabfd,dfbagcd
cgabfe,efbagce
cgadbe,ebdagce
cgadbf,fbdagcf
cgadeb,bedagcb
cgadef,fedagcf
cgadfb,bfdagcb
cgadfe,efdagce
cgaebd,dbeagcd
cgaebf,fbeagcf
cgaedb,bdeagcb
cgaedf,fdeagcf
cgaefb,bfeagcb
cgaefd,dfeagcd
cgafbd,dbfagcd
cgafbe,ebfagce
cgafdb,bdfagcb
cgafde,edfagce
cgafeb,befagcb
cgafed,defagcd
cgbade,edabgce
cgbadf,fdabgcf
cgbaed,deabgcd
cgbaef,feabgcf
cgbafd,dfabgcd
cgbafe,efabgce
cgbdae,eadbgce
cgbdaf,fadbgcf
cgbdea,aedbgca
cgbdef,fedbgcf
cgbdfa,afdbgca
cgbdfe,efdbgce
cgbead,daebgcd
cgbeaf,faebgcf
cgbeda,adebgca
cgbedf,fdebgcf
cgbefa,afebgca
cgbefd,dfebgcd
cgbfad,dafbgcd
cgbfae,eafbgce
cgbfda,adfbgca
cgbfde,edfbgce
cgbfea,aefbgca
cgbfed,defbgcd
cgdabe,ebadgce
cgdabf,fbadgcf
cgdaeb,beadgcb
cgdaef,feadgcf
cgdafb,bfadgcb
cgdafe,efadgce
cgdbae,eabdgce
cgdbaf,fabdgcf
cgdbea,aebdgca
cgdbef,febdgcf
cgdbfa,afbdgca
cgdbfe,efbdgce
cgdeab,baedgcb
cgdeaf,faedgcf
cgdeba,abedgca
cgdebf,fbedgcf
cgdefa,afedgca
cgdefb,bfedgcb
cgdfab,bafdgcb
cgdfae,eafdgce
cgdfba,abfdgca
cgdfbe,ebfdgce
cgdfea,aefdgca
cgdfeb,befdgcb
cgeabd,dbaegcd
cgeabf,fbaegcf
cgeadb,bdaegcb
cgeadf,fdaegcf
cgeafb,bfaegcb
cgeafd,dfaegcd
cgebad,dabegcd
cgebaf,fabegcf
cgebda,adbegca
cgebdf,fdbegcf
cgebfa,afbegca
cgebfd,dfbegcd
cgedab,badegcb
cgedaf,fadegcf
cgedba,abdegca
cgedbf,fbdegcf
cgedfa,afdegca
cgedfb,bfdegcb
cgefab,bafegcb
cgefad,dafegcd
cgefba,abfegca
cgefbd,dbfegcd
cgefda,adfegca
cgefdb,bdfegcb
cgfabd,dbafgcd
cgfabe,ebafgce
cgfadb,bdafgcb
cgfade,edafgce
cgfaeb,beafgcb
cgfaed,deafgcd
cgfbad,dabfgcd
cgfbae,eabfgce
cgfbda,adbfgca
cgfbde,edbfgce
cgfbea,aebfgca
cgfbed,debfgcd
cgfdab,badfgcb
cgfdae,eadfgce
cgfdba,abdfgca
cgfdbe,ebdfgce
cgfdea,aedfgca
cgfdeb,bedfgcb
cgfeab,baefgcb
cgfead,daefgcd
cgfeba,abefgca
cgfebd,dbefgcd
cgfeda,adefgca
cgfedb,bdefgcb
dabcef,fecbadf
dabceg,gecbadg
dabcfe,efcbade
dabcfg,gfcbadg
dabcge,egcbade
dabcgf,fgcbadf
dabecf,fcebadf
dabecg,gcebadg
dabefc,cfebadc
dabefg,gfebadg
dabegc,cgebadc
dabegf,fgebadf
dabfce,ecfbade
dabfcg,gcfbadg
dabfec,cefbadc
dabfeg,gefbadg
dabfgc,cgfbadc
dabfge,egfbade
dabgce,ecgbade
dabgcf,fcgbadf
dabgec,cegbadc
dabgef,fegbadf
dabgfc,cfgbadc
dabgfe,efgbade
dacbef,febcadf
dacbeg,gebcadg
dacbfe,efbcade
dacbfg,gfbcadg
dacbge,egbcade
dacbgf,fgbcadf
dacebf,fbecadf
dacebg,gbecadg
dacefb,bfecadb
dacefg,gfecadg
dacegb,bgecadb
dacegf,fgecadf
dacfbe,ebfcade
dacfbg,gbfcadg
dacfeb,befcadb
dacfeg,gefcadg
dacfgb,bgfcadb
dacfge,egfcade
dacgbe,ebgcade
dacgbf,fbgcadf
dacgeb,begcadb
dacgef,fegcadf
dacgfb,bfgcadb
dacgfe,efgcade
daebcf,fcbeadf
daebcg,gcbeadg
daebfc,cfbeadc
daebfg,gfbeadg
daebgc,cgbeadc
daebgf,fgbeadf
daecbf,fbceadf
daecbg,gbceadg
daecfb,bfceadb
daecfg,gfceadg
daecgb,bgceadb
daecgf,fgceadf
daefbc,cbfeadc
daefbg,gbfeadg
daefcb,bcfeadb
daefcg,gcfeadg
daefgb,bgfeadb
daefgc,cgfeadc
daegbc,cbgeadc
daegbf,fbgeadf
daegcb,bcgeadb
daegcf,fcgeadf
daegfb,bfgeadb
daegfc,cfgeadc
dafbce,ecbfade
dafbcg,gcbfadg
dafbec,cebfadc
dafbeg,gebfadg
dafbgc,cgbfadc
dafbge,egbfade
dafcbe,ebcfade
dafcbg,gbcfadg
dafceb,becfadb
dafceg,gecfadg
dafcgb,bgcfadb
dafcge,egcfade
dafebc,cbefadc
dafebg,gbefadg
dafecb,bcefadb
dafecg,gcefadg
dafegb,bgefadb
dafegc,cgefadc
dafgbc,cbgfadc
dafgbe,ebgfade
dafgcb,bcgfadb
dafgce,ecgfade
dafgeb,begfadb
dafgec,cegfadc
dagbce,ecbgade
dagbcf,fcbgadf
dagbec,cebgadc
dagbef,febgadf
dagbfc,cfbgadc
dagbfe,efbgade
dagcbe,ebcgade
dagcbf,fbcgadf
dagceb,becgadb
dagcef,fecgadf
dagcfb,bfcgadb
dagcfe,efcgade
dagebc,cbegadc
dagebf,fbegadf
dagecb,bcegadb
dagecf,fcegadf
dagefb,bfegadb
dagefc,cfegadc
dagfbc,cbfgadc
dagfbe,ebfgade
dagfcb,bcfgadb
dagfce,ecfgade
dagfeb,befgadb
dagfec,cefgadc
dbacef,fecabdf
dbaceg,gecabdg
dbacfe,efcabde
dbacfg,gfcabdg
dbacge,egcabde
dbacgf,fgcabdf
dbaecf,fceabdf
dbaecg,gceabdg
dbaefc,cfeabdc
dbaefg,gfeabdg
dbaegc,cgeabdc
dbaegf,fgeabdf
dbafce,ecfabde
dbafcg,gcfabdg
dbafec,cefabdc
dbafeg,gefabdg
dbafgc,cgfabdc
dbafge,egfabde
dbagce,ecgabde
dbagcf,fcgabdf
dbagec,cegabdc
dbagef,fegabdf
dbagfc,cfgabdc
dbagfe,efgabde
dbcaef,feacbdf
dbcaeg,geacbdg
dbcafe,efacbde
dbcafg,gfacbdg
dbcage,egacbde
dbcagf,fgacbdf
dbceaf,faecbdf
dbceag,gaecbdg
dbcefa,afecbda
dbcefg,gfecbdg
dbcega,agecbda
dbcegf,fgecbdf
dbcfae,eafcbde
dbcfag,gafcbdg
dbcfea,aefcbda
dbcfeg,gefcbdg
dbcfga,agfcbda
dbcfge,egfcbde
dbcgae,eagcbde
dbcgaf,fagcbdf
dbcgea,aegcbda
dbcgef,fegcbdf
dbcgfa,afgcbda
dbcgfe,efgcbde
dbeacf,fcaebdf
dbeacg,gcaebdg
dbeafc,cfaebdc
dbeafg,gfaebdg
dbeagc,cgaebdc
dbeagf,fgaebdf
dbecaf,facebdf
dbecag,gacebdg
dbecfa,afcebda
dbecfg,gfcebdg
dbecga,agcebda
dbecgf,fgcebdf
dbefac,cafebdc
dbefag,gafebdg
dbefca,acfebda
dbefcg,gcfebdg
dbefga,agfebda
dbefgc,cgfebdc
dbegac,cagebdc
dbegaf,fagebdf
dbegca,acgebda
dbegcf,fcgebdf
dbegfa,afgebda
dbegfc,cfgebdc
dbface,ecafbde
dbfacg,gcafbdg
dbfaec,ceafbdc
dbfaeg,geafbdg
dbfagc,cgafbdc
dbfage,egafbde
dbfcae,eacfbde
dbfcag,gacfbdg
dbfcea,aecfbda
dbfceg,gecfbdg
dbfcga,agcfbda
dbfcge,egcfbde
dbfeac,caefbdc
dbfeag,gaefbdg
dbfeca,acefbda
dbfecg,gcefbdg
dbfega,agefbda
dbfegc,cgefbdc
dbfgac,cagfbdc
dbfgae,eagfbde
dbfgca,acgfbda
dbfgce,ecgfbde
dbfgea,aegfbda
dbfgec,cegfbdc
dbgace,ecagbde
dbgacf,fcagbdf
dbgaec,ceagbdc
dbgaef,feagbdf
dbgafc,cfagbdc
dbgafe,efagbde
dbgcae,eacgbde
dbgcaf,facgbdf
dbgcea,aecgbda
dbgcef,fecgbdf
dbgcfa,afcgbda
dbgcfe,efcgbde
dbgeac,caegbdc
dbgeaf,faegbdf
dbgeca,acegbda
dbgecf,fcegbdf
dbgefa,afegbda
dbgefc,cfegbdc
dbgfac,cafgbdc
dbgfae,eafgbde
dbgfca,acfgbda
dbgfce,ecfgbde
dbgfea,aefgbda
dbgfec,cefgbdc
dcabef,febacdf
dcabeg,gebacdg
dcabfe,efbacde
dcabfg,gfbacdg
dcabge,egbacde
dcabgf,fgbacdf
dcaebf,fbeacdf
dcaebg,gbeacdg
dcaefb,bfeacdb
dcaefg,gfeacdg
dcaegb,bgeacdb
dcaegf,fgeacdf
dcafbe,ebfacde
dcafbg,gbfacdg
dcafeb,befacdb
dcafeg,gefacdg
dcafgb,bgfacdb
dcafge,egfacde
dcagbe,ebgacde
dcagbf,fbgacdf
dcageb,begacdb
dcagef,fegacdf
dcagfb,bfgacdb
dcagfe,efgacde
dcbaef,feabcdf
dcbaeg,geabcdg
dcbafe,efabcde
dcbafg,gfabcdg
dcbage,egabcde
dcbagf,fgabcdf
dcbeaf,faebcdf
dcbeag,gaebcdg
dcbefa,afebcda
dcbefg,gfebcdg
dcbega,agebcda
dcbegf,fgebcdf
dcbfae,eafbcde
dcbfag,gafbcdg
dcbfea,aefbcda
dcbfeg,gefbcdg
dcbfga,agfbcda
dcbfge,egfbcde
dcbgae,eagbcde
dcbgaf,fagbcdf
dcbgea,aegbcda
dcbgef,fegbcdf
dcbgfa,afgbcda
dcbgfe,efgbcde
dceabf,fbaecdf
dceabg,gbaecdg
dceafb,bfaecdb
dceafg,gfaecdg
dceagb,bgaecdb
dceagf,fgaecdf
dcebaf,fabecdf
dcebag,gabecdg
dcebfa,afbecda
dcebfg,gfbecdg
dcebga,agbecda
dcebgf,fgbecdf
dcefab,bafecdb
dcefag,gafecdg
dcefba,abfecda
dcefbg,gbfecdg
dcefga,agfecda
dcefgb,bgfecdb
dcegab,bagecdb
dcegaf,fagecdf
dcegba,abgecda
dcegbf,fbgecdf
dcegfa,afgecda
dcegfb,bfgecdb
dcfabe,ebafcde
dcfabg,gbafcdg
dcfaeb,beafcdb
dcfaeg,geafcdg
dcfagb,bgafcdb
dcfage,egafcde
dcfbae,eabfcde
dcfbag,gabfcdg
dcfbea,aebfcda
dcfbeg,gebfcdg
dcfbga,agbfcda
dcfbge,egbfcde
dcfeab,baefcdb
dcfeag,gaefcdg
dcfeba,abefcda
dcfebg,gbefcdg
dcfega,agefcda
dcfegb,bgefcdb
dcfgab,bagfcdb
dcfgae,eagfcde
dcfgba,abgfcda
dcfgbe,ebgfcde
dcfgea,aegfcda
dcfgeb,begfcdb
dcgabe,ebagcde
dcgabf,fbagcdf
dcgaeb,beagcdb
dcgaef,feagcdf
dcgafb,bfagcdb
dcgafe,efagcde
dcgbae,eabgcde
dcgbaf,fabgcdf
dcgbea,aebgcda
dcgbef,febgcdf
dcgbfa,afbgcda
dcgbfe,efbgcde
dcgeab,baegcdb
dcgeaf,faegcdf
dcgeba,abegcda
dcgebf,fbegcdf
dcgefa,afegcda
dcgefb,bfegcdb
dcgfab,bafgcdb
dcgfae,eafgcde
dcgfba,abfgcda
dcgfbe,ebfgcde
dcgfea,aefgcda
dcgfeb,befgcdb
deabcf,fcbaedf
deabcg,gcbaedg
deabfc,cfbaedc
deabfg,gfbaedg
deabgc,cgbaedc
deabgf,fgbaedf
deacbf,fbcaedf
deacbg,gbcaedg
deacfb,bfcaedb
deacfg,gfcaedg
deacgb,bgcaedb
deacgf,fgcaedf
deafbc,cbfaedc
deafbg,gbfaedg
deafcb,bcfaedb
deafcg,gcfaedg
deafgb,bgfaedb
deafgc,cgfaedc
deagbc,cbgaedc
deagbf,fbgaedf
deagcb,bcgaedb
deagcf,fcgaedf
deagfb,bfgaedb
deagfc,cfgaedc
debacf,fcabedf
debacg,gcabedg
debafc,cfabedc
debafg,gfabedg
debagc,cgabedc
debagf,fgabedf
debcaf,facbedf
debcag,gacbedg
debcfa,afcbeda
debcfg,gfcbedg
debcga,agcbeda
debcgf,fgcbedf
debfac,cafbedc
debfag,gafbedg
debfca,acfbeda
debfcg,gcfbedg
debfga,agfbeda
debfgc,cgfbedc
debgac,cagbedc
debgaf,fagbedf
debgca,acgbeda
debgcf,fcgbedf
debgfa,afgbeda
debgfc,cfgbedc
decabf,fbacedf
decabg,gbacedg
decafb,bfacedb
decafg,gfacedg
decagb,bgacedb
decagf,fgacedf
decbaf,fabcedf
decbag,gabcedg
decbfa,afbceda
decbfg,gfbcedg
decbga,agbceda
